일시,가시리풍력,김녕풍력,동복풍력,신창풍력,행원풍력,풍력전체
2022-02-19,116769.6,6589.8,282816,18858.96,110704.62,535738.98
2022-02-20,167371.2,2172.42,634204.8,22110.12,132981,958839.54
2022-02-21,78166.08,8212.86,272275.2,14459.58,93072.72,466186.44
2022-02-22,62686.08,7101,229046.4,17648.82,99747,416229.3
2022-02-23,182355.84,11361.24,361526.4,24093,167448.3,746784.78
2022-02-24,152838.72,10795.32,341596.8,6514.02,147757.62,659502.48
2022-02-25,33572.16,3444.84,103478.4,0,34322.1,174817.5
2022-02-26,48237.12,2453.04,128534.4,0,24803.04,204027.6
2022-02-27,122863.68,1046.16,180921.6,0,73105.74,377937.18
2022-02-28,25839.36,599.4,26985.6,0,8571.72,61996.08
2022-03-01,188671.68,5994.9,135302.4,0,88725.36,418694.34
2022-03-02,157857.12,8552.34,275500.8,0,115468.2,557378.46
2022-03-03,20943.36,2404.62,89827.2,0,22249.86,135425.04
2022-03-04,86083.2,1331.28,63360,0,24864.84,175639.32
2022-03-05,126452.16,5580.54,299289.6,0,139607.58,570929.88
2022-03-06,148059.36,9260.1,311875.2,0,160991.46,630186.12
2022-03-07,87966.72,1578.96,57427.2,0,47714.58,194687.46
2022-03-08,21568.32,1386,44524.8,0,36095.46,103574.58
2022-03-09,37388.16,1042.56,45907.2,0,33630.66,117968.58
2022-03-10,18721.44,902.16,41558.4,0,15102.6,76284.6
2022-03-11,43843.68,1958.94,93484.8,0,32532.9,171820.32
2022-03-12,51386.4,2931.12,64051.2,0,44986.62,163355.34
2022-03-13,101227.68,4522.14,200851.2,0,88239.96,394840.98
2022-03-14,75222.72,2806.74,78076.8,0,42182.34,198288.6
2022-03-15,76157.28,2921.94,46396.8,0,56095.26,181571.28
2022-03-16,2309.76,178.92,518.4,0,804.06,3811.14
2022-03-17,77050.08,4718.16,268041.6,4426.74,81241.8,435478.38
2022-03-18,114059.52,578.88,276192,4695.48,6538.8,402064.68
2022-03-19,64853.28,3454.74,334339.2,15231.06,121300.5,539178.78
2022-03-20,92207.52,3356.82,70704,8028.9,58774.26,233071.5
2022-03-21,77323.68,1585.98,31305.6,8579.88,35680.44,154475.58
2022-03-22,97668,1780.74,43113.6,10811.52,46669.26,200043.12
2022-03-23,24124.32,1084.5,23443.2,3915.72,23509.62,76077.36
2022-03-24,44500.32,847.08,45532.8,2307.78,15576.72,108764.7
2022-03-25,184865.76,2630.16,278812.8,11569.32,84097.74,561975.78
2022-03-26,134527.68,83.7,461059.2,16421.22,134522.88,746614.68
2022-03-27,98066.88,163.98,171043.2,10637.82,112404.24,392316.12
2022-03-28,78670.08,1862.82,82339.2,9164.16,72962.64,244998.9
2022-03-29,3009.6,2750.22,79804.8,1914.3,45859.98,133338.9
2022-03-30,4665.6,599.94,19497.6,3561.12,10751.16,39075.42
2022-03-31,191746.08,7474.68,149155.2,18635.94,137595.24,504607.14
