method,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time,model,Unnamed: 0
IT-STGCN,0.8,rand,4,12,linear,50,1.0322368144989014,1247.5929968357086,GConvLSTM,79.0
STGCN,0.3,rand,4,12,linear,50,1.0094712972640991,1253.3306720256803,GConvLSTM,0.0
STGCN,0.5,rand,4,12,linear,50,1.0779587030410769,1897.1803240776064,GConvLSTM,1.0
STGCN,0.7,rand,4,12,linear,50,1.3133466243743896,1846.9176876544952,GConvLSTM,2.0
STGCN,0.8,rand,4,12,linear,50,1.1622923612594604,2332.3271267414093,GConvLSTM,3.0
IT-STGCN,0.3,rand,4,12,linear,50,0.9441117644309998,1907.466768503189,GConvLSTM,4.0
IT-STGCN,0.5,rand,4,12,linear,50,0.9464021921157836,1576.064693927765,GConvLSTM,5.0
IT-STGCN,0.7,rand,4,12,linear,50,0.988808274269104,2452.735434532165,GConvLSTM,6.0
IT-STGCN,0.8,rand,4,12,linear,50,1.0462687015533447,1202.0552444458008,GConvLSTM,7.0
STGCN,0.3,rand,4,12,linear,50,1.008555293083191,840.7657556533813,GConvLSTM,8.0
STGCN,0.5,rand,4,12,linear,50,1.1017414331436155,1005.2951526641846,GConvLSTM,9.0
STGCN,0.7,rand,4,12,linear,50,1.26519775390625,1070.990835428238,GConvLSTM,10.0
STGCN,0.8,rand,4,12,linear,50,1.261241436004639,596.1149401664734,GConvLSTM,11.0
IT-STGCN,0.3,rand,4,12,linear,50,0.9540688991546632,942.2282078266144,GConvLSTM,12.0
IT-STGCN,0.5,rand,4,12,linear,50,0.9518193006515504,2150.8635959625244,GConvLSTM,13.0
IT-STGCN,0.7,rand,4,12,linear,50,1.0182068347930908,1847.5248143672943,GConvLSTM,14.0
IT-STGCN,0.8,rand,4,12,linear,50,0.9921904802322388,2026.6763689517973,GConvLSTM,15.0
STGCN,0.3,rand,4,12,linear,50,1.0040490627288818,3496.148825407028,GConvLSTM,16.0
STGCN,0.5,rand,4,12,linear,50,1.000207781791687,2135.31110072136,GConvLSTM,17.0
STGCN,0.7,rand,4,12,linear,50,1.066801905632019,1694.097734928131,GConvLSTM,18.0
STGCN,0.8,rand,4,12,linear,50,1.1252384185791016,2841.097804546356,GConvLSTM,19.0
IT-STGCN,0.3,rand,4,12,linear,50,0.9667231440544128,2247.910955667496,GConvLSTM,20.0
IT-STGCN,0.5,rand,4,12,linear,50,0.9508848786354064,1211.043223619461,GConvLSTM,21.0
IT-STGCN,0.7,rand,4,12,linear,50,0.9949370622634888,1534.8939747810364,GConvLSTM,22.0
IT-STGCN,0.8,rand,4,12,linear,50,1.0271741151809692,1889.384459733963,GConvLSTM,23.0
STGCN,0.3,rand,4,12,linear,50,1.0065317153930664,1435.7782781124115,GConvLSTM,24.0
STGCN,0.5,rand,4,12,linear,50,1.169965147972107,936.172295808792,GConvLSTM,25.0
STGCN,0.7,rand,4,12,linear,50,0.9802828431129456,1159.8634886741638,GConvLSTM,26.0
STGCN,0.8,rand,4,12,linear,50,1.0628018379211426,1208.0622584819794,GConvLSTM,27.0
IT-STGCN,0.3,rand,4,12,linear,50,0.957983136177063,1610.538080453873,GConvLSTM,28.0
IT-STGCN,0.5,rand,4,12,linear,50,0.95962256193161,1143.0161137580872,GConvLSTM,29.0
IT-STGCN,0.7,rand,4,12,linear,50,1.020705223083496,1220.4706437587738,GConvLSTM,30.0
IT-STGCN,0.8,rand,4,12,linear,50,1.0921272039413452,1387.3041231632233,GConvLSTM,31.0
STGCN,0.3,rand,4,12,linear,50,1.016470432281494,951.1702418327332,GConvLSTM,32.0
STGCN,0.5,rand,4,12,linear,50,1.02558434009552,977.377631664276,GConvLSTM,33.0
STGCN,0.7,rand,4,12,linear,50,1.168973445892334,913.0544259548188,GConvLSTM,34.0
STGCN,0.8,rand,4,12,linear,50,1.011145830154419,863.9272484779358,GConvLSTM,35.0
IT-STGCN,0.3,rand,4,12,linear,50,0.9637382626533508,1311.9921324253082,GConvLSTM,36.0
IT-STGCN,0.5,rand,4,12,linear,50,0.9522369503974916,1025.170973777771,GConvLSTM,37.0
IT-STGCN,0.7,rand,4,12,linear,50,1.0443463325500488,1313.4201571941376,GConvLSTM,38.0
IT-STGCN,0.8,rand,4,12,linear,50,1.073795199394226,1694.8762879371643,GConvLSTM,39.0
STGCN,0.3,rand,4,12,linear,50,0.9759159684181212,1426.5378880500791,GConvLSTM,40.0
STGCN,0.5,rand,4,12,linear,50,1.1374863386154177,967.2402865886688,GConvLSTM,41.0
STGCN,0.7,rand,4,12,linear,50,1.1643893718719482,1138.2569515705109,GConvLSTM,42.0
STGCN,0.8,rand,4,12,linear,50,1.109270095825195,890.4699590206146,GConvLSTM,43.0
IT-STGCN,0.3,rand,4,12,linear,50,0.9637905955314636,1078.5817313194275,GConvLSTM,44.0
IT-STGCN,0.5,rand,4,12,linear,50,0.9430792331695556,1260.3858397006989,GConvLSTM,45.0
IT-STGCN,0.7,rand,4,12,linear,50,0.9869977831840516,1330.4979193210602,GConvLSTM,46.0
IT-STGCN,0.8,rand,4,12,linear,50,1.0695220232009888,1186.332269668579,GConvLSTM,47.0
STGCN,0.3,rand,4,12,linear,50,1.0190391540527344,962.66717004776,GConvLSTM,48.0
STGCN,0.5,rand,4,12,linear,50,1.0590124130249023,958.9176487922668,GConvLSTM,49.0
STGCN,0.7,rand,4,12,linear,50,1.13326096534729,931.3485569953918,GConvLSTM,50.0
STGCN,0.8,rand,4,12,linear,50,1.1916741132736206,994.8843171596528,GConvLSTM,51.0
IT-STGCN,0.3,rand,4,12,linear,50,0.943603813648224,1070.6258809566498,GConvLSTM,52.0
IT-STGCN,0.5,rand,4,12,linear,50,0.9473867416381836,1356.4862740039823,GConvLSTM,53.0
IT-STGCN,0.7,rand,4,12,linear,50,0.9998320937156676,1142.8257598876953,GConvLSTM,54.0
IT-STGCN,0.8,rand,4,12,linear,50,1.1080666780471802,1594.8866209983826,GConvLSTM,55.0
STGCN,0.3,rand,4,12,linear,50,1.0167125463485718,941.386470079422,GConvLSTM,56.0
STGCN,0.5,rand,4,12,linear,50,1.1011594533920288,1129.625512123108,GConvLSTM,57.0
STGCN,0.7,rand,4,12,linear,50,1.1815917491912842,1241.3286745548248,GConvLSTM,58.0
STGCN,0.8,rand,4,12,linear,50,1.016991376876831,985.8750410079956,GConvLSTM,59.0
IT-STGCN,0.3,rand,4,12,linear,50,0.9477478265762328,1161.654987335205,GConvLSTM,60.0
IT-STGCN,0.5,rand,4,12,linear,50,0.9518806338310242,1166.8217945098877,GConvLSTM,61.0
IT-STGCN,0.7,rand,4,12,linear,50,0.9911841750144958,1361.2197272777555,GConvLSTM,62.0
IT-STGCN,0.8,rand,4,12,linear,50,1.0642282962799072,1323.297154903412,GConvLSTM,63.0
STGCN,0.3,rand,4,12,linear,50,1.029167890548706,1030.968563079834,GConvLSTM,64.0
STGCN,0.5,rand,4,12,linear,50,1.1025997400283811,1008.79230427742,GConvLSTM,65.0
STGCN,0.7,rand,4,12,linear,50,1.0860962867736816,1120.1387720108032,GConvLSTM,66.0
STGCN,0.8,rand,4,12,linear,50,1.1432050466537476,920.973123550415,GConvLSTM,67.0
IT-STGCN,0.3,rand,4,12,linear,50,0.9562591314315796,857.6555571556091,GConvLSTM,68.0
IT-STGCN,0.5,rand,4,12,linear,50,0.949273943901062,1417.7593367099762,GConvLSTM,69.0
IT-STGCN,0.7,rand,4,12,linear,50,1.0020979642868042,1500.9648160934448,GConvLSTM,70.0
IT-STGCN,0.8,rand,4,12,linear,50,1.075370192527771,1866.75038266182,GConvLSTM,71.0
STGCN,0.3,rand,4,12,linear,50,1.004558563232422,1303.554472208023,GConvLSTM,72.0
STGCN,0.5,rand,4,12,linear,50,1.1294912099838257,932.5946235656738,GConvLSTM,73.0
STGCN,0.7,rand,4,12,linear,50,1.0858304500579834,635.5837981700897,GConvLSTM,74.0
STGCN,0.8,rand,4,12,linear,50,1.1523653268814087,620.357659816742,GConvLSTM,75.0
IT-STGCN,0.3,rand,4,12,linear,50,0.953180730342865,985.191504240036,GConvLSTM,76.0
IT-STGCN,0.5,rand,4,12,linear,50,0.9504961371421814,959.1461308002472,GConvLSTM,77.0
IT-STGCN,0.7,rand,4,12,linear,50,1.001612901687622,949.9897348880768,GConvLSTM,78.0
IT-STGCN,0.8,rand,4,12,linear,50,1.0049563646316528,890.3932943344116,GConvLSTM,79.0
STGCN,0.3,rand,4,8,linear,50,1.0469995737075806,229.8651492595673,TGCN,0.0
STGCN,0.5,rand,4,8,linear,50,1.1109981536865234,458.5602178573608,TGCN,1.0
STGCN,0.7,rand,4,8,linear,50,1.2925270795822144,205.1769347190857,TGCN,2.0
STGCN,0.8,rand,4,8,linear,50,1.35956609249115,520.2013454437256,TGCN,3.0
IT-STGCN,0.3,rand,4,8,linear,50,0.9843320846557616,772.8893942832947,TGCN,4.0
IT-STGCN,0.5,rand,4,8,linear,50,0.9853602647781372,836.1020860671997,TGCN,5.0
IT-STGCN,0.7,rand,4,8,linear,50,1.028659105300903,853.7860105037689,TGCN,6.0
IT-STGCN,0.8,rand,4,8,linear,50,1.1192666292190552,824.9543204307556,TGCN,7.0
STGCN,0.3,rand,4,8,linear,50,1.0458334684371948,545.4657294750214,TGCN,8.0
STGCN,0.5,rand,4,8,linear,50,1.1337538957595823,360.35398292541504,TGCN,9.0
STGCN,0.7,rand,4,8,linear,50,1.3114585876464844,530.0565946102142,TGCN,10.0
STGCN,0.8,rand,4,8,linear,50,1.2207530736923218,319.8943917751312,TGCN,11.0
IT-STGCN,0.3,rand,4,8,linear,50,0.9953762888908386,998.9046034812928,TGCN,12.0
IT-STGCN,0.5,rand,4,8,linear,50,1.0085439682006836,930.4245972633362,TGCN,13.0
IT-STGCN,0.7,rand,4,8,linear,50,1.034161925315857,1088.453538894653,TGCN,14.0
IT-STGCN,0.8,rand,4,8,linear,50,1.1733311414718628,981.638564825058,TGCN,15.0
STGCN,0.3,rand,4,8,linear,50,1.0410782098770142,551.0224640369415,TGCN,16.0
STGCN,0.5,rand,4,8,linear,50,1.1240051984786987,684.1637902259827,TGCN,17.0
STGCN,0.7,rand,4,8,linear,50,1.3017927408218384,282.9654335975647,TGCN,18.0
STGCN,0.8,rand,4,8,linear,50,1.3999574184417725,489.9930729866028,TGCN,19.0
IT-STGCN,0.3,rand,4,8,linear,50,0.9862905740737916,1011.0227344036102,TGCN,20.0
IT-STGCN,0.5,rand,4,8,linear,50,0.9875539541244508,1178.4024679660797,TGCN,21.0
IT-STGCN,0.7,rand,4,8,linear,50,1.018528938293457,994.7659993171692,TGCN,22.0
IT-STGCN,0.8,rand,4,8,linear,50,1.053178071975708,800.6725869178772,TGCN,23.0
STGCN,0.3,rand,4,8,linear,50,1.0514822006225586,461.5655174255371,TGCN,24.0
STGCN,0.5,rand,4,8,linear,50,1.1436158418655396,390.5225908756256,TGCN,25.0
STGCN,0.7,rand,4,8,linear,50,1.060824275016785,431.61550068855286,TGCN,26.0
STGCN,0.8,rand,4,8,linear,50,1.3405455350875854,259.3961243629456,TGCN,27.0
IT-STGCN,0.3,rand,4,8,linear,50,0.97842538356781,570.1121418476105,TGCN,28.0
IT-STGCN,0.5,rand,4,8,linear,50,0.9882429242134094,529.0484545230865,TGCN,29.0
IT-STGCN,0.7,rand,4,8,linear,50,1.0449353456497192,534.274181842804,TGCN,30.0
IT-STGCN,0.8,rand,4,8,linear,50,1.1109726428985596,517.1125407218933,TGCN,31.0
STGCN,0.3,rand,4,8,linear,50,1.0554239749908447,133.06134700775146,TGCN,32.0
STGCN,0.5,rand,4,8,linear,50,1.1412780284881592,334.15632128715515,TGCN,33.0
STGCN,0.7,rand,4,8,linear,50,1.16526460647583,232.14960503578183,TGCN,34.0
STGCN,0.8,rand,4,8,linear,50,1.2627274990081787,324.6574113368988,TGCN,35.0
IT-STGCN,0.3,rand,4,8,linear,50,0.9983460903167723,513.8946514129639,TGCN,36.0
IT-STGCN,0.5,rand,4,8,linear,50,0.9848719835281372,512.5119595527649,TGCN,37.0
IT-STGCN,0.7,rand,4,8,linear,50,1.0251178741455078,561.2230575084686,TGCN,38.0
IT-STGCN,0.8,rand,4,8,linear,50,1.0603816509246826,532.9507575035095,TGCN,39.0
STGCN,0.3,rand,4,8,linear,50,1.0359739065170288,455.2875120639801,TGCN,40.0
STGCN,0.5,rand,4,8,linear,50,1.1508790254592896,172.94489169120789,TGCN,41.0
STGCN,0.7,rand,4,8,linear,50,1.1860196590423584,296.6363217830658,TGCN,42.0
STGCN,0.8,rand,4,8,linear,50,1.1302955150604248,343.29161381721497,TGCN,43.0
IT-STGCN,0.3,rand,4,8,linear,50,0.9766594171524048,595.4962704181671,TGCN,44.0
IT-STGCN,0.5,rand,4,8,linear,50,0.9910787343978882,343.8206808567047,TGCN,45.0
IT-STGCN,0.7,rand,4,8,linear,50,1.0282717943191528,508.3217570781708,TGCN,46.0
IT-STGCN,0.8,rand,4,8,linear,50,1.099591851234436,595.1800391674042,TGCN,47.0
STGCN,0.3,rand,4,8,linear,50,1.048309087753296,229.47258043289185,TGCN,48.0
STGCN,0.5,rand,4,8,linear,50,1.1565663814544678,363.5537586212158,TGCN,49.0
STGCN,0.7,rand,4,8,linear,50,1.2167985439300537,149.86209988594055,TGCN,50.0
STGCN,0.8,rand,4,8,linear,50,1.2684637308120728,387.4217786788941,TGCN,51.0
IT-STGCN,0.3,rand,4,8,linear,50,0.9854977130889891,880.955108165741,TGCN,52.0
IT-STGCN,0.5,rand,4,8,linear,50,0.9904688000679016,841.6287698745728,TGCN,53.0
IT-STGCN,0.7,rand,4,8,linear,50,1.025303840637207,601.5566682815552,TGCN,54.0
IT-STGCN,0.8,rand,4,8,linear,50,1.0690160989761353,561.69153881073,TGCN,55.0
STGCN,0.3,rand,4,8,linear,50,1.034878492355347,340.21343445777893,TGCN,56.0
STGCN,0.5,rand,4,8,linear,50,1.1128125190734863,129.367835521698,TGCN,57.0
STGCN,0.7,rand,4,8,linear,50,1.2307339906692505,489.82194995880127,TGCN,58.0
STGCN,0.8,rand,4,8,linear,50,1.2570090293884275,135.30415749549866,TGCN,59.0
IT-STGCN,0.3,rand,4,8,linear,50,0.9913378357887268,610.3494610786438,TGCN,60.0
IT-STGCN,0.5,rand,4,8,linear,50,0.9894767999649048,708.1223106384277,TGCN,61.0
IT-STGCN,0.7,rand,4,8,linear,50,1.040845274925232,520.1117310523987,TGCN,62.0
IT-STGCN,0.8,rand,4,8,linear,50,1.0933300256729126,511.9866967201233,TGCN,63.0
STGCN,0.3,rand,4,8,linear,50,1.0472110509872437,130.52651405334473,TGCN,64.0
STGCN,0.5,rand,4,8,linear,50,1.150273084640503,245.475106716156,TGCN,65.0
STGCN,0.7,rand,4,8,linear,50,1.09726083278656,269.72981810569763,TGCN,66.0
STGCN,0.8,rand,4,8,linear,50,1.3347610235214231,143.43948221206665,TGCN,67.0
IT-STGCN,0.3,rand,4,8,linear,50,0.9977295398712158,661.7389314174652,TGCN,68.0
IT-STGCN,0.5,rand,4,8,linear,50,0.992508590221405,649.722779750824,TGCN,69.0
IT-STGCN,0.7,rand,4,8,linear,50,1.014532208442688,597.5513353347778,TGCN,70.0
IT-STGCN,0.8,rand,4,8,linear,50,1.0606766939163208,606.2969570159912,TGCN,71.0
STGCN,0.3,rand,4,8,linear,50,1.0469908714294434,196.0063004493713,TGCN,72.0
STGCN,0.5,rand,4,8,linear,50,1.115349054336548,412.4952082633972,TGCN,73.0
STGCN,0.7,rand,4,8,linear,50,1.183635711669922,214.5109822750092,TGCN,74.0
STGCN,0.8,rand,4,8,linear,50,1.243257999420166,407.0741069316864,TGCN,75.0
IT-STGCN,0.3,rand,4,8,linear,50,0.9880032539367676,610.2248179912567,TGCN,76.0
IT-STGCN,0.5,rand,4,8,linear,50,0.993818998336792,458.5869474411011,TGCN,77.0
IT-STGCN,0.7,rand,4,8,linear,50,1.0384141206741333,530.2017714977264,TGCN,78.0
IT-STGCN,0.8,rand,4,8,linear,50,1.123673677444458,612.8291766643524,TGCN,79.0
STGCN,0.3,rand,4,8,linear,50,1.0479748249053955,342.1701936721802,TGCN,80.0
STGCN,0.5,rand,4,8,linear,50,1.1143457889556885,280.3643777370453,TGCN,81.0
STGCN,0.7,rand,4,8,linear,50,1.3001673221588137,136.7059679031372,TGCN,82.0
STGCN,0.8,rand,4,8,linear,50,1.37051522731781,478.327476978302,TGCN,83.0
IT-STGCN,0.3,rand,4,8,linear,50,0.976517140865326,372.45471453666687,TGCN,84.0
IT-STGCN,0.5,rand,4,8,linear,50,0.9843477606773376,543.1191251277924,TGCN,85.0
IT-STGCN,0.7,rand,4,8,linear,50,1.033767580986023,673.76003241539,TGCN,86.0
IT-STGCN,0.8,rand,4,8,linear,50,1.0009256601333618,721.7959651947021,TGCN,87.0
STGCN,0.3,rand,4,8,linear,50,1.036110520362854,372.032461643219,TGCN,88.0
STGCN,0.5,rand,4,8,linear,50,1.0806076526641846,303.9756138324737,TGCN,89.0
STGCN,0.7,rand,4,8,linear,50,1.2121434211730957,334.0570282936096,TGCN,90.0
STGCN,0.8,rand,4,8,linear,50,1.2401584386825562,368.82735323905945,TGCN,91.0
IT-STGCN,0.3,rand,4,8,linear,50,0.9920370578765868,623.5218584537506,TGCN,92.0
IT-STGCN,0.5,rand,4,8,linear,50,0.9901719093322754,706.1687524318695,TGCN,93.0
IT-STGCN,0.7,rand,4,8,linear,50,1.0376553535461426,715.6002917289734,TGCN,94.0
IT-STGCN,0.8,rand,4,8,linear,50,1.096623182296753,728.0089325904846,TGCN,95.0
STGCN,0.3,rand,4,8,linear,50,1.0396887063980105,236.59732484817505,TGCN,96.0
STGCN,0.5,rand,4,8,linear,50,1.1248536109924316,552.9838616847992,TGCN,97.0
STGCN,0.7,rand,4,8,linear,50,1.273906111717224,540.3964009284973,TGCN,98.0
STGCN,0.8,rand,4,8,linear,50,1.3559939861297607,296.32208251953125,TGCN,99.0
IT-STGCN,0.3,rand,4,8,linear,50,0.9902982711791992,743.504159450531,TGCN,100.0
IT-STGCN,0.5,rand,4,8,linear,50,0.9942880868911744,716.2197465896606,TGCN,101.0
IT-STGCN,0.7,rand,4,8,linear,50,1.0228222608566284,658.859813451767,TGCN,102.0
IT-STGCN,0.8,rand,4,8,linear,50,1.0812158584594729,636.1618964672089,TGCN,103.0
STGCN,0.3,rand,4,8,linear,50,1.0392115116119385,333.11929965019226,TGCN,104.0
STGCN,0.5,rand,4,8,linear,50,1.1207700967788696,238.5960664749145,TGCN,105.0
STGCN,0.7,rand,4,8,linear,50,1.2560908794403076,375.94008898735046,TGCN,106.0
STGCN,0.8,rand,4,8,linear,50,1.2684454917907717,205.64315676689148,TGCN,107.0
IT-STGCN,0.3,rand,4,8,linear,50,0.978882610797882,613.041583776474,TGCN,108.0
IT-STGCN,0.5,rand,4,8,linear,50,0.9944602251052856,588.9066450595856,TGCN,109.0
IT-STGCN,0.7,rand,4,8,linear,50,1.0283666849136353,609.794050693512,TGCN,110.0
IT-STGCN,0.8,rand,4,8,linear,50,1.124847650527954,622.2161421775818,TGCN,111.0
STGCN,0.3,rand,4,8,linear,50,1.0296136140823364,328.1815857887268,TGCN,112.0
STGCN,0.5,rand,4,8,linear,50,1.1636459827423096,283.1388714313507,TGCN,113.0
STGCN,0.7,rand,4,8,linear,50,1.1259528398513794,361.5030219554901,TGCN,114.0
STGCN,0.8,rand,4,8,linear,50,1.2935408353805542,346.6749231815338,TGCN,115.0
IT-STGCN,0.3,rand,4,8,linear,50,0.983668327331543,806.7260739803314,TGCN,116.0
IT-STGCN,0.5,rand,4,8,linear,50,0.993054449558258,757.8165345191956,TGCN,117.0
IT-STGCN,0.7,rand,4,8,linear,50,1.0405031442642212,925.4579446315764,TGCN,118.0
IT-STGCN,0.8,rand,4,8,linear,50,0.9966874718666076,859.040666103363,TGCN,119.0
STGCN,0.3,rand,4,8,linear,50,1.0286402702331543,336.3213355541229,TGCN,120.0
STGCN,0.5,rand,4,8,linear,50,1.1262818574905396,396.4627544879913,TGCN,121.0
STGCN,0.7,rand,4,8,linear,50,1.1153147220611572,285.6073315143585,TGCN,122.0
STGCN,0.8,rand,4,8,linear,50,1.2621909379959106,390.2709629535675,TGCN,123.0
IT-STGCN,0.3,rand,4,8,linear,50,0.9901138544082642,552.3326320648193,TGCN,124.0
IT-STGCN,0.5,rand,4,8,linear,50,0.9882201552391052,545.9076242446899,TGCN,125.0
IT-STGCN,0.7,rand,4,8,linear,50,1.0537415742874146,662.698490858078,TGCN,126.0
IT-STGCN,0.8,rand,4,8,linear,50,1.0786890983581543,651.5630350112915,TGCN,127.0
STGCN,0.3,rand,4,8,linear,50,1.047435283660889,511.7069075107575,TGCN,128.0
STGCN,0.5,rand,4,8,linear,50,1.1254016160964966,185.2214217185974,TGCN,129.0
STGCN,0.7,rand,4,8,linear,50,1.28994882106781,502.92075085639954,TGCN,130.0
STGCN,0.8,rand,4,8,linear,50,1.1162500381469729,182.74351263046265,TGCN,131.0
IT-STGCN,0.3,rand,4,8,linear,50,0.9946108460426332,573.2398347854614,TGCN,132.0
IT-STGCN,0.5,rand,4,8,linear,50,0.9969725012779236,550.5209300518036,TGCN,133.0
IT-STGCN,0.7,rand,4,8,linear,50,1.036340594291687,511.7352035045624,TGCN,134.0
IT-STGCN,0.8,rand,4,8,linear,50,1.080080509185791,581.3103659152985,TGCN,135.0
STGCN,0.3,rand,4,8,linear,50,1.0351251363754272,312.78272342681885,TGCN,136.0
STGCN,0.5,rand,4,8,linear,50,1.1469870805740356,410.7867274284363,TGCN,137.0
STGCN,0.7,rand,4,8,linear,50,1.1950417757034302,299.20908856391907,TGCN,138.0
STGCN,0.8,rand,4,8,linear,50,1.3872028589248655,483.39580845832825,TGCN,139.0
IT-STGCN,0.3,rand,4,8,linear,50,0.9788717031478882,831.5841991901398,TGCN,140.0
IT-STGCN,0.5,rand,4,8,linear,50,0.9889010190963744,792.0675656795502,TGCN,141.0
IT-STGCN,0.7,rand,4,8,linear,50,1.0333222150802612,904.5514307022096,TGCN,142.0
IT-STGCN,0.8,rand,4,8,linear,50,1.124957799911499,754.5178020000458,TGCN,143.0
STGCN,0.3,rand,4,8,linear,50,1.0707091093063354,319.8408980369568,TGCN,144.0
STGCN,0.5,rand,4,8,linear,50,1.146734356880188,464.38138461112976,TGCN,145.0
STGCN,0.7,rand,4,8,linear,50,1.270220398902893,650.7012522220612,TGCN,146.0
STGCN,0.8,rand,4,8,linear,50,1.088766098022461,209.21756720542908,TGCN,147.0
IT-STGCN,0.3,rand,4,8,linear,50,1.006337285041809,769.2323274612427,TGCN,148.0
IT-STGCN,0.5,rand,4,8,linear,50,0.983391284942627,871.7139656543732,TGCN,149.0
IT-STGCN,0.7,rand,4,8,linear,50,1.0429258346557615,930.0697200298308,TGCN,150.0
IT-STGCN,0.8,rand,4,8,linear,50,1.062853217124939,830.2530326843262,TGCN,151.0
STGCN,0.3,rand,4,8,linear,50,1.0248143672943115,490.135636806488,TGCN,152.0
STGCN,0.5,rand,4,8,linear,50,1.1455217599868774,419.3775627613068,TGCN,153.0
STGCN,0.7,rand,4,8,linear,50,1.2750273942947388,426.8670318126679,TGCN,154.0
STGCN,0.8,rand,4,8,linear,50,1.2864207029342651,262.11755180358887,TGCN,155.0
IT-STGCN,0.3,rand,4,8,linear,50,0.9910354018211364,752.4531090259552,TGCN,156.0
IT-STGCN,0.5,rand,4,8,linear,50,0.9968220591545104,733.7108500003815,TGCN,157.0
IT-STGCN,0.7,rand,4,8,linear,50,1.0484026670455933,801.7029073238373,TGCN,158.0
IT-STGCN,0.8,rand,4,8,linear,50,1.0981475114822388,762.9786489009857,TGCN,159.0
STGCN,0.3,rand,4,8,linear,50,1.0379911661148071,439.5942139625549,TGCN,160.0
STGCN,0.5,rand,4,8,linear,50,1.123081088066101,270.45066142082214,TGCN,161.0
STGCN,0.7,rand,4,8,linear,50,1.2671833038330078,320.94746351242065,TGCN,162.0
STGCN,0.8,rand,4,8,linear,50,1.3598201274871826,461.7508406639099,TGCN,163.0
IT-STGCN,0.3,rand,4,8,linear,50,0.9843711853027344,719.6974086761475,TGCN,164.0
IT-STGCN,0.5,rand,4,8,linear,50,0.9868935346603394,656.2337453365326,TGCN,165.0
IT-STGCN,0.7,rand,4,8,linear,50,1.0381402969360352,641.1889626979828,TGCN,166.0
IT-STGCN,0.8,rand,4,8,linear,50,1.1337614059448242,889.7194015979767,TGCN,167.0
STGCN,0.3,rand,4,8,linear,50,1.0520949363708496,418.50624656677246,TGCN,168.0
STGCN,0.5,rand,4,8,linear,50,1.1071100234985352,398.5849108695984,TGCN,169.0
STGCN,0.7,rand,4,8,linear,50,1.171803593635559,462.58805418014526,TGCN,170.0
STGCN,0.8,rand,4,8,linear,50,1.2432432174682615,386.565310716629,TGCN,171.0
IT-STGCN,0.3,rand,4,8,linear,50,0.9764819741249084,805.9374387264252,TGCN,172.0
IT-STGCN,0.5,rand,4,8,linear,50,0.9911412000656128,857.2797160148621,TGCN,173.0
IT-STGCN,0.7,rand,4,8,linear,50,1.0267499685287476,937.1202161312104,TGCN,174.0
IT-STGCN,0.8,rand,4,8,linear,50,1.1194552183151243,963.9800262451172,TGCN,175.0
STGCN,0.3,rand,4,8,linear,50,1.0658581256866455,429.75813007354736,TGCN,176.0
STGCN,0.5,rand,4,8,linear,50,1.1465388536453247,504.8534512519837,TGCN,177.0
STGCN,0.7,rand,4,8,linear,50,1.2796621322631836,453.3747484683991,TGCN,178.0
STGCN,0.8,rand,4,8,linear,50,1.4108377695083618,429.1061742305756,TGCN,179.0
IT-STGCN,0.3,rand,4,8,linear,50,0.991345226764679,715.2650332450867,TGCN,180.0
IT-STGCN,0.5,rand,4,8,linear,50,0.9887048602104188,697.8727397918701,TGCN,181.0
IT-STGCN,0.7,rand,4,8,linear,50,1.0376368761062622,790.7888917922974,TGCN,182.0
IT-STGCN,0.8,rand,4,8,linear,50,1.1372084617614746,792.7963311672211,TGCN,183.0
STGCN,0.3,rand,4,8,linear,50,1.0523865222930908,459.3640208244324,TGCN,184.0
STGCN,0.5,rand,4,8,linear,50,1.1252607107162476,670.7132222652435,TGCN,185.0
STGCN,0.7,rand,4,8,linear,50,1.252330303192139,292.74764752388,TGCN,186.0
STGCN,0.8,rand,4,8,linear,50,1.3514347076416016,699.6321377754211,TGCN,187.0
IT-STGCN,0.3,rand,4,8,linear,50,0.9838394522666932,595.2081258296967,TGCN,188.0
IT-STGCN,0.5,rand,4,8,linear,50,0.9985167980194092,590.7920730113983,TGCN,189.0
IT-STGCN,0.7,rand,4,8,linear,50,1.0406230688095093,729.2721021175385,TGCN,190.0
IT-STGCN,0.8,rand,4,8,linear,50,1.1059861183166504,725.5177094936371,TGCN,191.0
STGCN,0.3,rand,4,8,linear,50,1.0415868759155271,359.0771381855011,TGCN,192.0
STGCN,0.5,rand,4,8,linear,50,1.1444517374038696,441.67086124420166,TGCN,193.0
STGCN,0.7,rand,4,8,linear,50,1.286989688873291,271.8421850204468,TGCN,194.0
STGCN,0.8,rand,4,8,linear,50,1.2979695796966553,311.2927551269531,TGCN,195.0
IT-STGCN,0.3,rand,4,8,linear,50,0.9843510985374452,494.030481338501,TGCN,196.0
IT-STGCN,0.5,rand,4,8,linear,50,0.9898927211761476,466.9492473602295,TGCN,197.0
IT-STGCN,0.7,rand,4,8,linear,50,1.022159457206726,648.0845651626587,TGCN,198.0
IT-STGCN,0.8,rand,4,8,linear,50,1.0956835746765137,777.0705115795135,TGCN,199.0
STGCN,0.3,rand,4,8,linear,50,1.050710916519165,653.4490518569946,TGCN,200.0
STGCN,0.5,rand,4,8,linear,50,1.1276695728302002,310.60241079330444,TGCN,201.0
STGCN,0.7,rand,4,8,linear,50,1.2417995929718018,510.50683188438416,TGCN,202.0
