method,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time,model,Unnamed: 0
STGCN,0.3,rand,4,8,linear,50,1.3469926118850708,39.75774049758911,EvolveGCNO,112.0
STGCN,0.5,rand,4,8,linear,50,2.027442455291748,110.56808662414552,EvolveGCNO,113.0
STGCN,0.7,rand,4,8,linear,50,2.0725338459014893,208.30452585220337,EvolveGCNO,114.0
STGCN,0.8,rand,4,8,linear,50,3.271113395690918,185.98239874839783,EvolveGCNO,115.0
IT-STGCN,0.3,rand,4,8,linear,50,1.6374268531799316,165.76727557182312,EvolveGCNO,116.0
IT-STGCN,0.5,rand,4,8,linear,50,1.118981957435608,462.2418758869171,EvolveGCNO,117.0
IT-STGCN,0.7,rand,4,8,linear,50,1.7591519355773926,193.4089524745941,EvolveGCNO,118.0
IT-STGCN,0.8,rand,4,8,linear,50,2.3242404460906982,519.505167722702,EvolveGCNO,119.0
STGCN,0.3,rand,4,8,linear,50,1.431973218917847,55.94995641708374,EvolveGCNO,120.0
STGCN,0.5,rand,4,8,linear,50,2.571983814239502,41.63522505760193,EvolveGCNO,121.0
STGCN,0.7,rand,4,8,linear,50,3.690145969390869,41.10046792030335,EvolveGCNO,122.0
STGCN,0.8,rand,4,8,linear,50,3.1741809844970703,42.23572611808777,EvolveGCNO,123.0
IT-STGCN,0.3,rand,4,8,linear,50,1.434566617012024,474.47279715538025,EvolveGCNO,124.0
IT-STGCN,0.5,rand,4,8,linear,50,1.2482061386108398,195.07736921310425,EvolveGCNO,125.0
IT-STGCN,0.7,rand,4,8,linear,50,1.9148292541503904,404.6188440322876,EvolveGCNO,126.0
IT-STGCN,0.8,rand,4,8,linear,50,1.900681972503662,259.35401701927185,EvolveGCNO,127.0
STGCN,0.3,rand,4,8,linear,50,1.8611087799072263,192.9188904762268,EvolveGCNO,128.0
STGCN,0.5,rand,4,8,linear,50,2.160882472991944,162.62319254875183,EvolveGCNO,129.0
STGCN,0.7,rand,4,8,linear,50,1.9461233615875244,146.9165952205658,EvolveGCNO,130.0
STGCN,0.8,rand,4,8,linear,50,2.7375049591064453,46.3243989944458,EvolveGCNO,131.0
IT-STGCN,0.3,rand,4,8,linear,50,1.3790947198867798,277.6497595310211,EvolveGCNO,132.0
IT-STGCN,0.5,rand,4,8,linear,50,1.4903672933578491,400.4490945339203,EvolveGCNO,133.0
IT-STGCN,0.7,rand,4,8,linear,50,2.4731831550598145,257.01516032218933,EvolveGCNO,134.0
IT-STGCN,0.8,rand,4,8,linear,50,3.015606164932251,377.4580960273743,EvolveGCNO,135.0
STGCN,0.3,rand,4,8,linear,50,1.4571155309677124,41.4070565700531,EvolveGCNO,136.0
STGCN,0.5,rand,4,8,linear,50,2.1183085441589355,42.72754001617432,EvolveGCNO,137.0
STGCN,0.7,rand,4,8,linear,50,2.0573081970214844,41.68961715698242,EvolveGCNO,138.0
STGCN,0.8,rand,4,8,linear,50,2.688142776489258,111.02678990364076,EvolveGCNO,139.0
IT-STGCN,0.3,rand,4,8,linear,50,1.157124161720276,314.4019515514374,EvolveGCNO,140.0
IT-STGCN,0.5,rand,4,8,linear,50,1.4137221574783323,262.1014881134033,EvolveGCNO,141.0
IT-STGCN,0.7,rand,4,8,linear,50,1.7233599424362185,335.0584807395935,EvolveGCNO,142.0
IT-STGCN,0.8,rand,4,8,linear,50,3.597170829772949,373.6014456748962,EvolveGCNO,143.0
STGCN,0.3,rand,4,8,linear,50,1.6900124549865725,70.99787449836731,EvolveGCNO,144.0
STGCN,0.5,rand,4,8,linear,50,2.1713545322418213,41.30386519432068,EvolveGCNO,145.0
STGCN,0.7,rand,4,8,linear,50,1.2287858724594116,98.88681983947754,EvolveGCNO,146.0
STGCN,0.8,rand,4,8,linear,50,3.1436192989349365,129.5530858039856,EvolveGCNO,147.0
IT-STGCN,0.3,rand,4,8,linear,50,1.4802528619766235,415.07745027542114,EvolveGCNO,148.0
IT-STGCN,0.5,rand,4,8,linear,50,1.4113351106643677,424.8920428752899,EvolveGCNO,149.0
IT-STGCN,0.7,rand,4,8,linear,50,2.1845219135284424,242.35921549797052,EvolveGCNO,150.0
IT-STGCN,0.8,rand,4,8,linear,50,1.7035821676254272,532.4803791046143,EvolveGCNO,151.0
STGCN,0.3,rand,4,8,linear,50,1.8064464330673216,45.68379211425781,EvolveGCNO,152.0
STGCN,0.5,rand,4,8,linear,50,2.214816331863404,69.47774147987366,EvolveGCNO,153.0
STGCN,0.7,rand,4,8,linear,50,2.938936710357666,172.61567544937134,EvolveGCNO,154.0
STGCN,0.8,rand,4,8,linear,50,3.515474796295166,355.3515610694885,EvolveGCNO,155.0
IT-STGCN,0.3,rand,4,8,linear,50,1.238034725189209,162.96941661834717,EvolveGCNO,156.0
IT-STGCN,0.5,rand,4,8,linear,50,1.4758563041687012,522.1214370727539,EvolveGCNO,157.0
IT-STGCN,0.7,rand,4,8,linear,50,2.5894312858581543,189.9964542388916,EvolveGCNO,158.0
IT-STGCN,0.8,rand,4,8,linear,50,1.994991421699524,480.13310289382935,EvolveGCNO,159.0
STGCN,0.3,rand,4,8,linear,50,1.80174720287323,41.856571197509766,EvolveGCNO,160.0
STGCN,0.5,rand,4,8,linear,50,2.172588586807251,41.82981252670288,EvolveGCNO,161.0
STGCN,0.7,rand,4,8,linear,50,2.5342276096343994,125.94818925857544,EvolveGCNO,162.0
STGCN,0.8,rand,4,8,linear,50,2.532033920288086,325.9364504814148,EvolveGCNO,163.0
IT-STGCN,0.3,rand,4,8,linear,50,1.423232913017273,194.0067565441132,EvolveGCNO,164.0
IT-STGCN,0.5,rand,4,8,linear,50,1.4270004034042358,561.1039185523987,EvolveGCNO,165.0
IT-STGCN,0.7,rand,4,8,linear,50,2.065471649169922,356.16623997688293,EvolveGCNO,166.0
IT-STGCN,0.8,rand,4,8,linear,50,3.2084884643554688,387.5820212364197,EvolveGCNO,167.0
STGCN,0.3,rand,4,8,linear,50,1.544297456741333,41.28948593139648,EvolveGCNO,168.0
STGCN,0.5,rand,4,8,linear,50,1.8687700033187864,209.32318329811096,EvolveGCNO,169.0
STGCN,0.7,rand,4,8,linear,50,2.590238094329834,289.2603647708893,EvolveGCNO,170.0
STGCN,0.8,rand,4,8,linear,50,2.103803873062134,77.68885612487793,EvolveGCNO,171.0
IT-STGCN,0.3,rand,4,8,linear,50,1.2812880277633667,280.97725105285645,EvolveGCNO,172.0
IT-STGCN,0.5,rand,4,8,linear,50,1.5744682550430298,377.3216819763184,EvolveGCNO,173.0
IT-STGCN,0.7,rand,4,8,linear,50,1.1200026273727417,555.5721805095673,EvolveGCNO,174.0
IT-STGCN,0.8,rand,4,8,linear,50,2.7227632999420166,196.36259937286377,EvolveGCNO,175.0
STGCN,0.3,rand,4,8,linear,50,1.578803300857544,41.052849531173706,EvolveGCNO,176.0
STGCN,0.5,rand,4,8,linear,50,2.1276838779449463,259.6674339771271,EvolveGCNO,177.0
STGCN,0.7,rand,4,8,linear,50,3.103316068649292,222.65709567070007,EvolveGCNO,178.0
STGCN,0.8,rand,4,8,linear,50,2.2373063564300537,46.77359437942505,EvolveGCNO,179.0
IT-STGCN,0.3,rand,4,8,linear,50,1.3341543674468994,243.8083209991455,EvolveGCNO,180.0
IT-STGCN,0.5,rand,4,8,linear,50,1.446403741836548,430.420568227768,EvolveGCNO,181.0
IT-STGCN,0.7,rand,4,8,linear,50,2.3052761554718018,453.3493945598602,EvolveGCNO,182.0
IT-STGCN,0.8,rand,4,8,linear,50,2.0289714336395264,342.8626184463501,EvolveGCNO,183.0
STGCN,0.3,rand,4,8,linear,50,1.4126936197280884,235.02866077423096,EvolveGCNO,184.0
STGCN,0.5,rand,4,8,linear,50,2.979654312133789,166.0827169418335,EvolveGCNO,185.0
STGCN,0.7,rand,4,8,linear,50,4.370815277099609,103.26133799552916,EvolveGCNO,186.0
STGCN,0.8,rand,4,8,linear,50,3.973488807678223,116.02829551696776,EvolveGCNO,187.0
IT-STGCN,0.3,rand,4,8,linear,50,1.4111430644989014,514.381142616272,EvolveGCNO,188.0
IT-STGCN,0.5,rand,4,8,linear,50,1.5974074602127075,182.42078828811648,EvolveGCNO,189.0
IT-STGCN,0.7,rand,4,8,linear,50,1.8536491394042969,560.0257258415222,EvolveGCNO,190.0
IT-STGCN,0.8,rand,4,8,linear,50,1.8858004808425903,241.97910165786743,EvolveGCNO,191.0
STGCN,0.3,rand,4,8,linear,50,1.830876708030701,243.6391475200653,EvolveGCNO,192.0
STGCN,0.5,rand,4,8,linear,50,1.7234336137771606,129.08025288581848,EvolveGCNO,193.0
STGCN,0.7,rand,4,8,linear,50,3.105661630630493,48.84136772155762,EvolveGCNO,194.0
STGCN,0.8,rand,4,8,linear,50,3.0276598930358887,41.491421937942505,EvolveGCNO,195.0
IT-STGCN,0.3,rand,4,8,linear,50,1.5045043230056765,339.6402292251587,EvolveGCNO,196.0
IT-STGCN,0.5,rand,4,8,linear,50,1.361371636390686,375.9395229816437,EvolveGCNO,197.0
IT-STGCN,0.7,rand,4,8,linear,50,2.4452805519104004,337.5356466770172,EvolveGCNO,198.0
IT-STGCN,0.8,rand,4,8,linear,50,2.258141040802002,327.2860007286072,EvolveGCNO,199.0
STGCN,0.3,rand,4,8,linear,50,1.7832961082458496,40.20767378807068,EvolveGCNO,200.0
STGCN,0.5,rand,4,8,linear,50,2.641080379486084,41.41581535339356,EvolveGCNO,201.0
STGCN,0.7,rand,4,8,linear,50,3.9579882621765137,196.8371360301972,EvolveGCNO,202.0
STGCN,0.8,rand,4,8,linear,50,2.349930047988892,257.17667174339294,EvolveGCNO,203.0
IT-STGCN,0.3,rand,4,8,linear,50,1.2710237503051758,186.37316918373108,EvolveGCNO,204.0
IT-STGCN,0.5,rand,4,8,linear,50,1.4927127361297607,454.5308976173401,EvolveGCNO,205.0
IT-STGCN,0.7,rand,4,8,linear,50,2.114471673965454,274.18289065361023,EvolveGCNO,206.0
IT-STGCN,0.8,rand,4,8,linear,50,2.429863214492798,515.830543756485,EvolveGCNO,207.0
STGCN,0.3,rand,4,8,linear,50,1.6673380136489868,96.72642302513124,EvolveGCNO,208.0
STGCN,0.5,rand,4,8,linear,50,2.481849431991577,103.07449007034302,EvolveGCNO,209.0
STGCN,0.7,rand,4,8,linear,50,2.779463768005371,254.3526563644409,EvolveGCNO,210.0
STGCN,0.8,rand,4,8,linear,50,2.8934099674224854,124.68732333183289,EvolveGCNO,211.0
IT-STGCN,0.3,rand,4,8,linear,50,1.32039213180542,313.3340690135956,EvolveGCNO,212.0
IT-STGCN,0.5,rand,4,8,linear,50,1.6213213205337524,387.773414850235,EvolveGCNO,213.0
IT-STGCN,0.7,rand,4,8,linear,50,2.376571655273437,352.2963004112244,EvolveGCNO,214.0
IT-STGCN,0.8,rand,4,8,linear,50,3.1743650436401367,345.2052891254425,EvolveGCNO,215.0
STGCN,0.3,rand,4,8,linear,50,1.853495955467224,71.3846173286438,EvolveGCNO,216.0
STGCN,0.5,rand,4,8,linear,50,1.524165391921997,61.62524366378784,EvolveGCNO,217.0
STGCN,0.7,rand,4,8,linear,50,3.020940065383911,73.70710253715515,EvolveGCNO,218.0
STGCN,0.8,rand,4,8,linear,50,3.4120213985443115,77.18510603904724,EvolveGCNO,219.0
IT-STGCN,0.3,rand,4,8,linear,50,1.6508283615112305,385.6171283721924,EvolveGCNO,220.0
IT-STGCN,0.5,rand,4,8,linear,50,1.516014814376831,445.8563585281372,EvolveGCNO,221.0
IT-STGCN,0.7,rand,4,8,linear,50,1.9701298475265503,283.7084209918976,EvolveGCNO,222.0
IT-STGCN,0.8,rand,4,8,linear,50,2.617403030395508,323.1192457675934,EvolveGCNO,223.0
STGCN,0.3,rand,4,8,linear,50,1.7346436977386477,66.32163047790527,EvolveGCNO,224.0
STGCN,0.5,rand,4,8,linear,50,1.6351783275604248,52.62298464775085,EvolveGCNO,225.0
STGCN,0.7,rand,4,8,linear,50,2.234029769897461,89.6922857761383,EvolveGCNO,226.0
STGCN,0.8,rand,4,8,linear,50,3.151742696762085,73.36126446723938,EvolveGCNO,227.0
IT-STGCN,0.3,rand,4,8,linear,50,1.3453243970870972,250.79659295082087,EvolveGCNO,228.0
IT-STGCN,0.5,rand,4,8,linear,50,1.3550097942352295,242.84575510025024,EvolveGCNO,229.0
IT-STGCN,0.7,rand,4,8,linear,50,1.6670889854431152,341.94475054740906,EvolveGCNO,230.0
IT-STGCN,0.8,rand,4,8,linear,50,1.8480483293533323,540.2316071987152,EvolveGCNO,231.0
STGCN,0.3,rand,4,8,linear,50,1.5644607543945312,419.9310216903687,EvolveGCNO,232.0
STGCN,0.5,rand,4,8,linear,50,2.186195373535156,312.6409401893616,EvolveGCNO,233.0
STGCN,0.7,rand,4,8,linear,50,2.0865774154663086,338.67383193969727,EvolveGCNO,234.0
STGCN,0.8,rand,4,8,linear,50,3.340862989425659,250.40580224990845,EvolveGCNO,235.0
IT-STGCN,0.3,rand,4,8,linear,50,1.487059235572815,556.6414160728455,EvolveGCNO,236.0
IT-STGCN,0.5,rand,4,8,linear,50,1.516434669494629,553.1954340934753,EvolveGCNO,237.0
IT-STGCN,0.7,rand,4,8,linear,50,1.2453720569610596,542.4548261165619,EvolveGCNO,238.0
IT-STGCN,0.8,rand,4,8,linear,50,1.4789035320281982,541.1156897544861,EvolveGCNO,239.0
STGCN,0.3,rand,4,12,linear,50,1.553125023841858,97.3905143737793,DyGrEncoder,0.0
STGCN,0.5,rand,4,12,linear,50,1.3135933876037598,446.70249366760254,DyGrEncoder,1.0
STGCN,0.7,rand,4,12,linear,50,1.40834641456604,92.77888703346252,DyGrEncoder,2.0
STGCN,0.8,rand,4,12,linear,50,1.069395899772644,96.13879561424255,DyGrEncoder,3.0
IT-STGCN,0.3,rand,4,12,linear,50,1.0044108629226685,594.8416330814362,DyGrEncoder,4.0
IT-STGCN,0.5,rand,4,12,linear,50,1.161277174949646,535.3848114013672,DyGrEncoder,5.0
IT-STGCN,0.7,rand,4,12,linear,50,1.287115454673767,340.2474019527436,DyGrEncoder,6.0
IT-STGCN,0.8,rand,4,12,linear,50,1.1323933601379397,517.6721222400665,DyGrEncoder,7.0
STGCN,0.3,rand,4,12,linear,50,1.303056001663208,317.2928566932678,DyGrEncoder,8.0
STGCN,0.5,rand,4,12,linear,50,1.731765627861023,293.6099736690521,DyGrEncoder,9.0
STGCN,0.7,rand,4,12,linear,50,1.3195140361785889,78.72749948501587,DyGrEncoder,10.0
STGCN,0.8,rand,4,12,linear,50,1.296459078788757,101.98183584213255,DyGrEncoder,11.0
IT-STGCN,0.3,rand,4,12,linear,50,1.0694798231124878,526.0644218921661,DyGrEncoder,12.0
IT-STGCN,0.5,rand,4,12,linear,50,1.2245721817016602,552.2079784870148,DyGrEncoder,13.0
IT-STGCN,0.7,rand,4,12,linear,50,1.0814722776412964,575.3888010978699,DyGrEncoder,14.0
IT-STGCN,0.8,rand,4,12,linear,50,1.2888619899749756,293.91151332855225,DyGrEncoder,15.0
STGCN,0.3,rand,4,12,linear,50,1.1836196184158323,445.9063866138458,DyGrEncoder,16.0
STGCN,0.5,rand,4,12,linear,50,1.5524108409881592,79.43515515327454,DyGrEncoder,17.0
STGCN,0.7,rand,4,12,linear,50,1.2643404006958008,282.9727804660797,DyGrEncoder,18.0
STGCN,0.8,rand,4,12,linear,50,1.4130580425262451,284.6837379932404,DyGrEncoder,19.0
IT-STGCN,0.3,rand,4,12,linear,50,1.2155519723892212,603.0500085353851,DyGrEncoder,20.0
IT-STGCN,0.5,rand,4,12,linear,50,1.259713649749756,493.4894740581513,DyGrEncoder,21.0
IT-STGCN,0.7,rand,4,12,linear,50,1.2110081911087036,359.701149225235,DyGrEncoder,22.0
IT-STGCN,0.8,rand,4,12,linear,50,1.099740505218506,591.9110727310181,DyGrEncoder,23.0
STGCN,0.3,rand,4,12,linear,50,1.169408917427063,101.7790732383728,DyGrEncoder,24.0
STGCN,0.5,rand,4,12,linear,50,1.2341430187225342,544.6752300262451,DyGrEncoder,25.0
STGCN,0.7,rand,4,12,linear,50,1.3267862796783447,77.25485301017761,DyGrEncoder,26.0
STGCN,0.8,rand,4,12,linear,50,1.3775993585586548,76.92577362060547,DyGrEncoder,27.0
IT-STGCN,0.3,rand,4,12,linear,50,1.034691572189331,553.637923002243,DyGrEncoder,28.0
IT-STGCN,0.5,rand,4,12,linear,50,1.0054970979690552,566.5172493457794,DyGrEncoder,29.0
IT-STGCN,0.7,rand,4,12,linear,50,1.1398402452468872,627.0108509063721,DyGrEncoder,30.0
IT-STGCN,0.8,rand,4,12,linear,50,1.2061206102371216,567.6597080230713,DyGrEncoder,31.0
STGCN,0.3,rand,4,12,linear,50,1.4778794050216677,185.9540405273437,DyGrEncoder,32.0
STGCN,0.5,rand,4,12,linear,50,1.3351620435714722,100.0408341884613,DyGrEncoder,33.0
STGCN,0.7,rand,4,12,linear,50,1.3194143772125244,518.3607194423676,DyGrEncoder,34.0
STGCN,0.8,rand,4,12,linear,50,1.6583192348480225,87.52197265625,DyGrEncoder,35.0
IT-STGCN,0.3,rand,4,12,linear,50,0.9963659048080444,635.2563712596893,DyGrEncoder,36.0
IT-STGCN,0.5,rand,4,12,linear,50,1.078560709953308,576.3582603931427,DyGrEncoder,37.0
IT-STGCN,0.7,rand,4,12,linear,50,1.100943922996521,552.3132817745209,DyGrEncoder,38.0
IT-STGCN,0.8,rand,4,12,linear,50,1.4737669229507446,369.9769582748413,DyGrEncoder,39.0
STGCN,0.3,rand,4,12,linear,50,1.3922805786132812,416.09438014030457,DyGrEncoder,40.0
STGCN,0.5,rand,4,12,linear,50,1.570164442062378,113.43004417419434,DyGrEncoder,41.0
STGCN,0.7,rand,4,12,linear,50,2.343189477920532,446.9411432743073,DyGrEncoder,42.0
STGCN,0.8,rand,4,12,linear,50,2.983933925628662,146.1415936946869,DyGrEncoder,43.0
IT-STGCN,0.3,rand,4,12,linear,50,0.981342613697052,573.6207659244537,DyGrEncoder,44.0
IT-STGCN,0.5,rand,4,12,linear,50,1.2472513914108276,643.1766948699951,DyGrEncoder,45.0
IT-STGCN,0.7,rand,4,12,linear,50,1.060339093208313,205.27230978012085,DyGrEncoder,46.0
IT-STGCN,0.8,rand,4,12,linear,50,1.1247669458389282,579.9718146324158,DyGrEncoder,47.0
STGCN,0.3,rand,4,12,linear,50,1.5545966625213623,78.41113209724426,DyGrEncoder,48.0
STGCN,0.5,rand,4,12,linear,50,1.632232427597046,387.7722854614258,DyGrEncoder,49.0
STGCN,0.7,rand,4,12,linear,50,1.439147710800171,97.10046482086182,DyGrEncoder,50.0
STGCN,0.8,rand,4,12,linear,50,1.1951740980148315,92.51103281974792,DyGrEncoder,51.0
IT-STGCN,0.3,rand,4,12,linear,50,1.0733938217163086,435.592050075531,DyGrEncoder,52.0
IT-STGCN,0.5,rand,4,12,linear,50,1.011911153793335,443.4022717475891,DyGrEncoder,53.0
IT-STGCN,0.7,rand,4,12,linear,50,1.1818698644638062,223.14921140670776,DyGrEncoder,54.0
IT-STGCN,0.8,rand,4,12,linear,50,1.2056111097335815,596.3564074039459,DyGrEncoder,55.0
STGCN,0.3,rand,4,12,linear,50,1.3583247661590576,381.2766873836517,DyGrEncoder,56.0
STGCN,0.5,rand,4,12,linear,50,1.5526318550109863,181.0760908126831,DyGrEncoder,57.0
STGCN,0.7,rand,4,12,linear,50,1.371870040893555,90.8468427658081,DyGrEncoder,58.0
STGCN,0.8,rand,4,12,linear,50,1.247615933418274,452.060795545578,DyGrEncoder,59.0
IT-STGCN,0.3,rand,4,12,linear,50,1.0063257217407229,466.3491325378418,DyGrEncoder,60.0
IT-STGCN,0.5,rand,4,12,linear,50,1.129315733909607,431.6659047603607,DyGrEncoder,61.0
IT-STGCN,0.7,rand,4,12,linear,50,1.3501673936843872,558.3867485523224,DyGrEncoder,62.0
IT-STGCN,0.8,rand,4,12,linear,50,1.1740950345993042,612.0103061199188,DyGrEncoder,63.0
STGCN,0.3,rand,4,12,linear,50,1.3271489143371582,76.53652882575989,DyGrEncoder,64.0
STGCN,0.5,rand,4,12,linear,50,1.5651309490203855,78.86183094978333,DyGrEncoder,65.0
STGCN,0.7,rand,4,12,linear,50,1.363901972770691,457.0427856445313,DyGrEncoder,66.0
STGCN,0.8,rand,4,12,linear,50,1.375426173210144,86.26098108291626,DyGrEncoder,67.0
IT-STGCN,0.3,rand,4,12,linear,50,1.013335108757019,564.129495382309,DyGrEncoder,68.0
IT-STGCN,0.5,rand,4,12,linear,50,1.1065645217895508,393.48216938972473,DyGrEncoder,69.0
IT-STGCN,0.7,rand,4,12,linear,50,1.0811809301376345,409.1600918769837,DyGrEncoder,70.0
IT-STGCN,0.8,rand,4,12,linear,50,1.1338101625442505,555.7146055698395,DyGrEncoder,71.0
STGCN,0.3,rand,4,12,linear,50,1.262831449508667,88.8787169456482,DyGrEncoder,72.0
STGCN,0.5,rand,4,12,linear,50,1.2669976949691772,540.1173071861267,DyGrEncoder,73.0
STGCN,0.7,rand,4,12,linear,50,1.3181209564208984,80.67275357246399,DyGrEncoder,74.0
STGCN,0.8,rand,4,12,linear,50,1.1821142435073853,119.49761533737184,DyGrEncoder,75.0
IT-STGCN,0.3,rand,4,12,linear,50,1.036404728889465,644.0746252536774,DyGrEncoder,76.0
IT-STGCN,0.5,rand,4,12,linear,50,1.0037477016448977,733.0445702075958,DyGrEncoder,77.0
IT-STGCN,0.7,rand,4,12,linear,50,1.265908122062683,443.6013240814209,DyGrEncoder,78.0
IT-STGCN,0.8,rand,4,12,linear,50,1.130608081817627,512.8241732120514,DyGrEncoder,79.0
STGCN,0.3,rand,4,12,linear,50,1.21645188331604,396.3565640449524,DyGrEncoder,80.0
STGCN,0.5,rand,4,12,linear,50,1.831118941307068,150.28670072555542,DyGrEncoder,81.0
STGCN,0.7,rand,4,12,linear,50,1.186731457710266,390.890620470047,DyGrEncoder,82.0
STGCN,0.8,rand,4,12,linear,50,1.4334322214126587,216.64041423797607,DyGrEncoder,83.0
IT-STGCN,0.3,rand,4,12,linear,50,0.96243417263031,559.6405816078186,DyGrEncoder,84.0
IT-STGCN,0.5,rand,4,12,linear,50,1.012380599975586,560.8180351257324,DyGrEncoder,85.0
IT-STGCN,0.7,rand,4,12,linear,50,1.1432313919067385,645.068014383316,DyGrEncoder,86.0
IT-STGCN,0.8,rand,4,12,linear,50,1.2380878925323486,574.8690254688263,DyGrEncoder,87.0
STGCN,0.3,rand,4,12,linear,50,1.3532387018203735,212.00628995895383,DyGrEncoder,88.0
STGCN,0.5,rand,4,12,linear,50,1.1208362579345703,313.4655635356903,DyGrEncoder,89.0
STGCN,0.7,rand,4,12,linear,50,1.1928454637527466,177.57233667373657,DyGrEncoder,90.0
STGCN,0.8,rand,4,12,linear,50,1.6752320528030396,264.1181044578552,DyGrEncoder,91.0
IT-STGCN,0.3,rand,4,12,linear,50,1.0101741552352903,526.2991056442261,DyGrEncoder,92.0
IT-STGCN,0.5,rand,4,12,linear,50,1.0887742042541504,517.9038560390472,DyGrEncoder,93.0
IT-STGCN,0.7,rand,4,12,linear,50,1.1222857236862185,447.35543274879456,DyGrEncoder,94.0
IT-STGCN,0.8,rand,4,12,linear,50,1.0635790824890137,509.8883774280548,DyGrEncoder,95.0
STGCN,0.3,rand,4,12,linear,50,1.2315435409545898,246.6979832649231,DyGrEncoder,96.0
STGCN,0.5,rand,4,12,linear,50,1.1506671905517578,297.64326572418213,DyGrEncoder,97.0
STGCN,0.7,rand,4,12,linear,50,1.657855987548828,102.35985231399536,DyGrEncoder,98.0
STGCN,0.8,rand,4,12,linear,50,1.6263582706451416,169.37637639045715,DyGrEncoder,99.0
IT-STGCN,0.3,rand,4,12,linear,50,1.0067981481552124,480.3141257762909,DyGrEncoder,100.0
IT-STGCN,0.5,rand,4,12,linear,50,1.0686098337173462,489.3385870456696,DyGrEncoder,101.0
IT-STGCN,0.7,rand,4,12,linear,50,1.0405117273330688,548.98725938797,DyGrEncoder,102.0
IT-STGCN,0.8,rand,4,12,linear,50,1.1928130388259888,354.7371847629547,DyGrEncoder,103.0
STGCN,0.3,rand,4,12,linear,50,1.0544358491897583,257.5457580089569,DyGrEncoder,104.0
STGCN,0.5,rand,4,12,linear,50,1.3213247060775757,271.3644120693207,DyGrEncoder,105.0
STGCN,0.7,rand,4,12,linear,50,1.5844476222991943,115.29766607284546,DyGrEncoder,106.0
STGCN,0.8,rand,4,12,linear,50,1.8474133014678955,247.55895376205444,DyGrEncoder,107.0
IT-STGCN,0.3,rand,4,12,linear,50,1.0339417457580566,412.1402144432068,DyGrEncoder,108.0
IT-STGCN,0.5,rand,4,12,linear,50,0.982578456401825,506.159481048584,DyGrEncoder,109.0
IT-STGCN,0.7,rand,4,12,linear,50,1.2475775480270386,509.5394039154053,DyGrEncoder,110.0
IT-STGCN,0.8,rand,4,12,linear,50,1.111888408660889,455.6441514492035,DyGrEncoder,111.0
STGCN,0.3,rand,4,12,linear,50,1.0976550579071045,218.70874500274653,DyGrEncoder,112.0
STGCN,0.5,rand,4,12,linear,50,1.3531945943832395,211.6647956371308,DyGrEncoder,113.0
STGCN,0.7,rand,4,12,linear,50,1.4236215353012085,267.2208938598633,DyGrEncoder,114.0
STGCN,0.8,rand,4,12,linear,50,1.34245765209198,197.21678805351257,DyGrEncoder,115.0
IT-STGCN,0.3,rand,4,12,linear,50,0.9755910634994508,377.4698140621185,DyGrEncoder,116.0
IT-STGCN,0.5,rand,4,12,linear,50,1.095695734024048,391.86494612693787,DyGrEncoder,117.0
IT-STGCN,0.7,rand,4,12,linear,50,1.264250636100769,628.7768759727478,DyGrEncoder,118.0
IT-STGCN,0.8,rand,4,12,linear,50,1.2731268405914309,378.1921193599701,DyGrEncoder,119.0
STGCN,0.3,rand,4,12,linear,50,1.3684386014938354,256.2658672332764,DyGrEncoder,120.0
STGCN,0.5,rand,4,12,linear,50,1.1462852954864502,77.12514996528625,DyGrEncoder,121.0
STGCN,0.7,rand,4,12,linear,50,2.0676164627075195,131.89441299438477,DyGrEncoder,122.0
STGCN,0.8,rand,4,12,linear,50,1.3033522367477417,402.40578389167786,DyGrEncoder,123.0
IT-STGCN,0.3,rand,4,12,linear,50,1.0279686450958252,300.0342071056366,DyGrEncoder,124.0
IT-STGCN,0.5,rand,4,12,linear,50,1.249958038330078,476.95730686187744,DyGrEncoder,125.0
IT-STGCN,0.7,rand,4,12,linear,50,1.184257984161377,544.1603717803955,DyGrEncoder,126.0
IT-STGCN,0.8,rand,4,12,linear,50,1.1627289056777954,493.4025690555573,DyGrEncoder,127.0
STGCN,0.3,rand,4,12,linear,50,1.1102840900421145,262.98237013816833,DyGrEncoder,128.0
STGCN,0.5,rand,4,12,linear,50,1.2501869201660156,84.84984707832336,DyGrEncoder,129.0
STGCN,0.7,rand,4,12,linear,50,2.615994453430176,108.10948610305786,DyGrEncoder,130.0
STGCN,0.8,rand,4,12,linear,50,1.575648307800293,314.68083477020264,DyGrEncoder,131.0
IT-STGCN,0.3,rand,4,12,linear,50,1.0337567329406738,302.579302072525,DyGrEncoder,132.0
IT-STGCN,0.5,rand,4,12,linear,50,1.122768521308899,571.8990340232849,DyGrEncoder,133.0
IT-STGCN,0.7,rand,4,12,linear,50,1.3579068183898926,451.6897642612457,DyGrEncoder,134.0
IT-STGCN,0.8,rand,4,12,linear,50,1.1732587814331057,249.9990994930268,DyGrEncoder,135.0
STGCN,0.3,rand,4,12,linear,50,1.2942497730255127,221.4117202758789,DyGrEncoder,136.0
STGCN,0.5,rand,4,12,linear,50,1.2498981952667236,163.1945343017578,DyGrEncoder,137.0
STGCN,0.7,rand,4,12,linear,50,1.968568563461304,78.81915092468262,DyGrEncoder,138.0
STGCN,0.8,rand,4,12,linear,50,1.153506875038147,102.88667440414427,DyGrEncoder,139.0
