method,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time,model
IT-STGCN,0.5,rand,4,4,linear,50,1.2193496227264404,5.465255498886108,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.2616643905639648,5.568247318267822,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.3316195011138916,5.56590747833252,GCLSTM
STGCN,0.0,,4,4,,50,1.200716495513916,3.965437173843384,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.2521132230758667,4.078410387039185,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.3621666431427002,3.977663993835449,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.3944993019104004,4.044921875,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.3896889686584473,4.0734193325042725,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.1946147680282593,5.403899908065796,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.1999564170837402,5.635117292404175,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.2393964529037476,5.605584621429443,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.1875648498535156,5.7542829513549805,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.283219814300537,5.443569183349609,GCLSTM
STGCN,0.0,,4,4,,50,1.1397868394851685,3.8391480445861816,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.2687091827392578,4.0248894691467285,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.456601858139038,3.983448028564453,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.299286723136902,4.107364654541016,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.242566466331482,3.919987916946411,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.2082315683364868,5.258581638336182,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.2115716934204102,5.6356120109558105,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.2608598470687866,5.325432538986206,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.2339420318603516,5.299140214920044,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.3800194263458252,5.486384868621826,GCLSTM
STGCN,0.0,,4,4,,50,1.173538327217102,4.220272541046143,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.26216459274292,4.066746950149536,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.3447407484054563,4.159999370574951,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.3405094146728516,4.087686777114868,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.454472303390503,3.84431529045105,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.1641626358032229,5.586556673049927,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.235240817070007,5.380934715270996,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.2011046409606934,5.834498643875122,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.2990459203720093,5.576311349868774,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.3143787384033203,5.15956711769104,GCLSTM
STGCN,0.0,,4,4,,50,1.204707145690918,3.891465187072754,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.2090967893600464,3.9793810844421382,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.318023443222046,3.8776333332061768,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.4306355714797974,4.081239700317383,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.3784818649291992,4.067086696624756,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.2047172784805298,5.581074237823486,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.2582255601882937,5.569261789321899,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.2270060777664185,5.5729804039001465,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.31736421585083,5.559763431549072,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.2949012517929075,5.604941129684448,GCLSTM
STGCN,0.0,,4,4,,50,1.193641185760498,4.184873342514038,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.2529679536819458,4.211647272109985,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.3448472023010254,4.126646518707275,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.3140743970870972,3.806650400161743,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.3682396411895752,4.117794752120972,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.2106149196624756,5.4817328453063965,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.2444387674331665,5.399584531784058,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.153392314910889,5.430579900741577,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.2272568941116333,5.426045179367065,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.3809142112731934,5.334851980209351,GCLSTM
STGCN,0.0,,4,4,,50,1.1664443016052246,4.050496816635132,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.3006328344345093,4.052349328994751,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.372214674949646,3.964612007141113,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.4103672504425049,3.956845283508301,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.313065767288208,4.218175411224365,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.1638147830963137,5.43147611618042,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.1745525598526,5.838670492172241,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.240998387336731,6.033984184265137,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.2920063734054563,5.669969320297241,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.3103636503219604,5.608372688293457,GCLSTM
STGCN,0.0,,4,4,,50,1.1671124696731567,4.113979816436768,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.266647219657898,4.054563045501709,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.4221268892288208,4.005443811416626,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.4359164237976074,4.043152570724487,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.3930710554122925,4.116908550262451,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.1827646493911743,5.302842140197754,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.1819700002670288,5.26188588142395,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.2532421350479126,5.39780855178833,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.2610652446746826,5.296494007110596,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.2635576725006104,5.129265069961548,GCLSTM
STGCN,0.0,,4,4,,50,1.1997880935668943,3.736724376678467,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.249431014060974,3.743091344833374,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.307128667831421,3.921695470809937,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.3490979671478271,3.692846536636353,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.406462788581848,3.60770583152771,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.1259459257125854,5.026676893234253,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.1967628002166748,5.08553957939148,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.2418698072433472,5.0116071701049805,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.2980849742889404,5.169039726257324,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.3674389123916626,5.147636651992798,GCLSTM
STGCN,0.0,,4,4,,50,1.1871755123138428,3.827368259429932,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.2541543245315552,3.753719091415405,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.308574676513672,3.751323699951172,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.5195298194885254,3.6192901134490967,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.3371458053588867,3.35800838470459,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.23615825176239,5.296709537506104,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.1993212699890137,3.818091869354248,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.18510639667511,3.620195388793945,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.237019419670105,3.917014122009277,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.372215747833252,3.9312503337860103,GCLSTM
STGCN,0.0,,4,4,,50,1.178194522857666,2.9237256050109863,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.225854754447937,2.9200081825256348,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.2881649732589722,2.9184465408325195,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.3192260265350342,2.9208126068115234,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.4491980075836182,2.932093620300293,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.1884101629257202,3.906312942504883,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.238235354423523,3.943448305130005,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.1668119430541992,3.976142644882202,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.262484431266785,3.7944223880767822,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.315563440322876,3.983337879180908,GCLSTM
STGCN,0.0,,4,4,,50,1.2016184329986572,2.9521484375,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.2340030670166016,2.9424636363983154,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.2888063192367554,2.9430034160614014,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.4019229412078855,2.9593491554260254,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.320456624031067,3.310287952423096,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.1365437507629397,4.471943378448486,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.2589600086212158,4.398737668991089,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.2000123262405396,4.425974130630493,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.2330156564712524,4.432214260101318,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.3215811252593994,4.467278003692627,GCLSTM
STGCN,0.0,,4,8,,50,1.1641526222229004,6.173471212387085,LRGCN
STGCN,0.3,rand,4,8,linear,50,1.2428336143493652,6.093521118164063,LRGCN
STGCN,0.5,rand,4,8,linear,50,1.3959537744522097,6.406558513641357,LRGCN
STGCN,0.6,rand,4,8,linear,50,1.5239359140396118,6.338518857955933,LRGCN
STGCN,0.8,rand,4,8,linear,50,1.4857416152954102,6.205250024795532,LRGCN
IT-STGCN,0.0,,4,8,,50,1.137399435043335,7.587907552719116,LRGCN
IT-STGCN,0.3,rand,4,8,linear,50,1.2454713582992554,7.759627103805542,LRGCN
IT-STGCN,0.5,rand,4,8,linear,50,1.148041605949402,7.634212732315063,LRGCN
IT-STGCN,0.6,rand,4,8,linear,50,1.2980400323867798,7.78303599357605,LRGCN
IT-STGCN,0.8,rand,4,8,linear,50,1.3682589530944824,7.694555521011352,LRGCN
STGCN,0.0,,4,8,,50,1.2527676820755005,6.192154407501221,LRGCN
STGCN,0.3,rand,4,8,linear,50,1.2230600118637085,6.130066156387329,LRGCN
STGCN,0.5,rand,4,8,linear,50,1.3857808113098145,6.345128536224365,LRGCN
STGCN,0.6,rand,4,8,linear,50,1.4454894065856934,6.076133728027344,LRGCN
STGCN,0.8,rand,4,8,linear,50,1.428873896598816,6.063901901245117,LRGCN
IT-STGCN,0.0,,4,8,,50,1.1939802169799805,7.863950252532959,LRGCN
IT-STGCN,0.3,rand,4,8,linear,50,1.1429063081741333,8.291850328445435,LRGCN
IT-STGCN,0.5,rand,4,8,linear,50,1.2020516395568848,8.367063999176025,LRGCN
IT-STGCN,0.6,rand,4,8,linear,50,1.265749454498291,7.721065998077393,LRGCN
IT-STGCN,0.8,rand,4,8,linear,50,1.2990293502807615,8.016724348068237,LRGCN
STGCN,0.0,,4,8,,50,1.1709260940551758,6.376325607299805,LRGCN
STGCN,0.3,rand,4,8,linear,50,1.249898076057434,6.3472819328308105,LRGCN
STGCN,0.5,rand,4,8,linear,50,1.3768255710601809,6.427811622619629,LRGCN
STGCN,0.6,rand,4,8,linear,50,1.3728662729263306,6.484119415283203,LRGCN
STGCN,0.8,rand,4,8,linear,50,1.4815205335617063,6.6689558029174805,LRGCN
IT-STGCN,0.0,,4,8,,50,1.0892235040664673,7.999676704406738,LRGCN
IT-STGCN,0.3,rand,4,8,linear,50,1.2386486530303955,8.012169361114502,LRGCN
IT-STGCN,0.5,rand,4,8,linear,50,1.2960580587387085,7.683178424835205,LRGCN
IT-STGCN,0.6,rand,4,8,linear,50,1.3605523109436035,7.595988988876343,LRGCN
IT-STGCN,0.8,rand,4,8,linear,50,1.5666782855987549,7.747430324554443,LRGCN
STGCN,0.0,,4,8,,50,1.2482669353485107,6.3691771030426025,LRGCN
STGCN,0.3,rand,4,8,linear,50,1.239429593086243,5.684389591217041,LRGCN
STGCN,0.5,rand,4,8,linear,50,1.4201217889785769,5.412120819091797,LRGCN
STGCN,0.6,rand,4,8,linear,50,1.4162815809249878,5.60483717918396,LRGCN
STGCN,0.8,rand,4,8,linear,50,1.5474084615707395,5.637728214263916,LRGCN
IT-STGCN,0.0,,4,8,,50,1.1839781999588013,7.104176998138428,LRGCN
IT-STGCN,0.3,rand,4,8,linear,50,1.222702145576477,6.958148002624512,LRGCN
IT-STGCN,0.5,rand,4,8,linear,50,1.2480841875076294,6.580159187316895,LRGCN
IT-STGCN,0.6,rand,4,8,linear,50,1.2944202423095703,5.657090187072754,LRGCN
IT-STGCN,0.8,rand,4,8,linear,50,1.3848390579223633,5.164853572845459,LRGCN
STGCN,0.0,,4,8,,50,1.2005444765090942,4.15894627571106,LRGCN
STGCN,0.3,rand,4,8,linear,50,1.3398860692977903,4.147861480712891,LRGCN
STGCN,0.5,rand,4,8,linear,50,1.447885036468506,4.151477813720703,LRGCN
STGCN,0.6,rand,4,8,linear,50,1.4609605073928833,4.150919198989868,LRGCN
STGCN,0.8,rand,4,8,linear,50,1.5951499938964844,4.148138284683228,LRGCN
IT-STGCN,0.0,,4,8,,50,1.218418836593628,5.018908739089966,LRGCN
IT-STGCN,0.3,rand,4,8,linear,50,1.198020577430725,4.057920694351196,LRGCN
IT-STGCN,0.5,rand,4,8,linear,50,1.2024145126342771,4.042254447937012,LRGCN
IT-STGCN,0.6,rand,4,8,linear,50,1.2256053686141968,4.180682420730591,LRGCN
IT-STGCN,0.8,rand,4,8,linear,50,1.3845133781433103,4.053601026535034,LRGCN
STGCN,0.0,,4,8,,50,1.149546504020691,3.382011890411377,LRGCN
STGCN,0.3,rand,4,8,linear,50,1.262239694595337,3.381525993347168,LRGCN
STGCN,0.5,rand,4,8,linear,50,1.4662548303604126,3.964150905609131,LRGCN
STGCN,0.6,rand,4,8,linear,50,1.3707150220870972,4.047921180725098,LRGCN
STGCN,0.8,rand,4,8,linear,50,1.6623201370239258,3.322697877883911,LRGCN
IT-STGCN,0.0,,4,8,,50,1.1419925689697266,3.796743392944336,LRGCN
IT-STGCN,0.3,rand,4,8,linear,50,1.18365740776062,3.774827480316162,LRGCN
IT-STGCN,0.5,rand,4,8,linear,50,1.2386924028396606,3.85512638092041,LRGCN
IT-STGCN,0.6,rand,4,8,linear,50,1.301445484161377,3.748305082321167,LRGCN
IT-STGCN,0.8,rand,4,8,linear,50,1.487762451171875,3.882117748260498,LRGCN
STGCN,0.0,,4,8,,50,1.2197896242141724,3.153986692428589,LRGCN
STGCN,0.3,rand,4,8,linear,50,1.247568130493164,3.1512081623077397,LRGCN
STGCN,0.5,rand,4,8,linear,50,1.4937350749969482,3.14770245552063,LRGCN
STGCN,0.6,rand,4,8,linear,50,1.4731359481811523,3.153040647506714,LRGCN
STGCN,0.8,rand,4,8,linear,50,1.531251311302185,3.1569180488586426,LRGCN
IT-STGCN,0.0,,4,8,,50,1.1864237785339355,3.7480080127716064,LRGCN
IT-STGCN,0.3,rand,4,8,linear,50,1.2507610321044922,3.762507915496826,LRGCN
IT-STGCN,0.5,rand,4,8,linear,50,1.207882046699524,3.8006439208984375,LRGCN
IT-STGCN,0.6,rand,4,8,linear,50,1.2304115295410156,8.013952255249023,LRGCN
IT-STGCN,0.8,rand,4,8,linear,50,1.569915771484375,8.923706531524658,LRGCN
STGCN,0.0,,4,8,,50,1.1590468883514404,6.214916467666626,LRGCN
STGCN,0.3,rand,4,8,linear,50,1.282846450805664,6.552985668182373,LRGCN
STGCN,0.5,rand,4,8,linear,50,1.4293442964553833,6.338220834732056,LRGCN
STGCN,0.6,rand,4,8,linear,50,1.5479121208190918,6.305865526199341,LRGCN
STGCN,0.8,rand,4,8,linear,50,1.3896291255950928,6.510279893875122,LRGCN
IT-STGCN,0.0,,4,8,,50,1.1207544803619385,7.613937616348267,LRGCN
IT-STGCN,0.3,rand,4,8,linear,50,1.14678692817688,8.140161275863647,LRGCN
IT-STGCN,0.5,rand,4,8,linear,50,1.144284725189209,7.858313083648682,LRGCN
IT-STGCN,0.6,rand,4,8,linear,50,1.2704615592956543,8.143171787261963,LRGCN
IT-STGCN,0.8,rand,4,8,linear,50,1.3929855823516846,7.988913536071777,LRGCN
STGCN,0.0,,4,8,,50,1.154242992401123,6.198202133178711,LRGCN
STGCN,0.3,rand,4,8,linear,50,1.314950466156006,6.194176912307739,LRGCN
STGCN,0.5,rand,4,8,linear,50,1.356924295425415,6.3089659214019775,LRGCN
STGCN,0.6,rand,4,8,linear,50,1.4235351085662842,6.143012762069702,LRGCN
STGCN,0.8,rand,4,8,linear,50,1.4621176719665527,6.095235347747803,LRGCN
IT-STGCN,0.0,,4,8,,50,1.1482675075531006,7.717159986495972,LRGCN
IT-STGCN,0.3,rand,4,8,linear,50,1.110365867614746,7.721264600753784,LRGCN
IT-STGCN,0.5,rand,4,8,linear,50,1.2016490697860718,7.57910418510437,LRGCN
IT-STGCN,0.6,rand,4,8,linear,50,1.2772668600082395,7.571616411209106,LRGCN
IT-STGCN,0.8,rand,4,8,linear,50,1.4325575828552246,8.061580896377563,LRGCN
STGCN,0.0,,4,8,,50,1.2051175832748413,6.323266983032227,LRGCN
STGCN,0.3,rand,4,8,linear,50,1.2891907691955566,6.208407402038574,LRGCN
STGCN,0.5,rand,4,8,linear,50,1.5036869049072266,6.27065110206604,LRGCN
STGCN,0.6,rand,4,8,linear,50,1.458061456680298,6.332476377487183,LRGCN
STGCN,0.8,rand,4,8,linear,50,1.4889912605285645,6.378767490386963,LRGCN
IT-STGCN,0.0,,4,8,,50,1.1936583518981934,7.995943069458008,LRGCN
IT-STGCN,0.3,rand,4,8,linear,50,1.2277852296829224,7.926711082458496,LRGCN
IT-STGCN,0.5,rand,4,8,linear,50,1.2339738607406616,7.836303234100342,LRGCN
IT-STGCN,0.6,rand,4,8,linear,50,1.2769945859909058,8.022122383117676,LRGCN
IT-STGCN,0.8,rand,4,8,linear,50,1.4087331295013428,8.274206399917603,LRGCN
STGCN,0.0,,4,8,,50,1.2153120040893557,6.479191541671753,LRGCN
STGCN,0.3,rand,4,8,linear,50,1.2702511548995972,6.480333089828491,LRGCN
STGCN,0.5,rand,4,8,linear,50,1.388469696044922,6.3632097244262695,LRGCN
STGCN,0.6,rand,4,8,linear,50,1.4769208431243896,6.68256950378418,LRGCN
STGCN,0.8,rand,4,8,linear,50,1.4724003076553345,6.667234420776367,LRGCN
IT-STGCN,0.0,,4,8,,50,1.120937705039978,8.081648349761963,LRGCN
IT-STGCN,0.3,rand,4,8,linear,50,1.2352653741836548,8.102644205093384,LRGCN
IT-STGCN,0.5,rand,4,8,linear,50,1.259191632270813,8.162662267684937,LRGCN
IT-STGCN,0.6,rand,4,8,linear,50,1.2905000448226929,7.85727334022522,LRGCN
IT-STGCN,0.8,rand,4,8,linear,50,1.4746146202087402,8.316287517547607,LRGCN
STGCN,0.0,,4,8,,50,1.187688231468201,6.487678289413452,LRGCN
STGCN,0.3,rand,4,8,linear,50,1.2671563625335691,6.6019062995910645,LRGCN
STGCN,0.5,rand,4,8,linear,50,1.3957023620605469,6.28954005241394,LRGCN
STGCN,0.6,rand,4,8,linear,50,1.591500163078308,6.590145111083984,LRGCN
STGCN,0.8,rand,4,8,linear,50,1.4965251684188845,6.27129602432251,LRGCN
IT-STGCN,0.0,,4,8,,50,1.165000319480896,7.712754726409912,LRGCN
IT-STGCN,0.3,rand,4,8,linear,50,1.2197531461715698,7.836101531982422,LRGCN
IT-STGCN,0.5,rand,4,8,linear,50,1.2080928087234497,7.711991786956787,LRGCN
IT-STGCN,0.6,rand,4,8,linear,50,1.2906140089035034,7.635408639907837,LRGCN
IT-STGCN,0.8,rand,4,8,linear,50,1.439192295074463,8.098654508590698,LRGCN
STGCN,0.0,,4,8,,50,1.1396180391311646,6.3079469203948975,LRGCN
STGCN,0.3,rand,4,8,linear,50,1.3121182918548584,6.27996563911438,LRGCN
STGCN,0.5,rand,4,8,linear,50,1.356970191001892,6.251864671707153,LRGCN
STGCN,0.6,rand,4,8,linear,50,1.4119083881378174,5.944901466369629,LRGCN
STGCN,0.8,rand,4,8,linear,50,1.470014572143555,6.081169605255127,LRGCN
IT-STGCN,0.0,,4,8,,50,1.1410259008407593,7.745569467544556,LRGCN
IT-STGCN,0.3,rand,4,8,linear,50,1.2983685731887815,7.927335023880005,LRGCN
IT-STGCN,0.5,rand,4,8,linear,50,1.2285231351852417,7.847185134887695,LRGCN
IT-STGCN,0.6,rand,4,8,linear,50,1.311484932899475,7.827120065689087,LRGCN
IT-STGCN,0.8,rand,4,8,linear,50,1.392094612121582,7.988975524902344,LRGCN
STGCN,0.0,,4,8,,50,1.1622207164764404,6.10996675491333,LRGCN
STGCN,0.3,rand,4,8,linear,50,1.412246823310852,5.953249454498291,LRGCN
STGCN,0.5,rand,4,8,linear,50,1.3232437372207642,6.233328580856323,LRGCN
STGCN,0.6,rand,4,8,linear,50,1.3747570514678955,6.223568439483643,LRGCN
STGCN,0.8,rand,4,8,linear,50,1.4956318140029907,6.329796314239502,LRGCN
IT-STGCN,0.0,,4,8,,50,1.1584076881408691,7.939268827438354,LRGCN
IT-STGCN,0.3,rand,4,8,linear,50,1.2047992944717407,7.553255796432495,LRGCN
IT-STGCN,0.5,rand,4,8,linear,50,1.2170329093933103,7.555819272994995,LRGCN
IT-STGCN,0.6,rand,4,8,linear,50,1.2830053567886353,7.573108434677124,LRGCN
IT-STGCN,0.8,rand,4,8,linear,50,1.430317997932434,8.178142070770264,LRGCN
STGCN,0.0,,4,8,,50,1.1644457578659058,6.483938217163086,LRGCN
STGCN,0.3,rand,4,8,linear,50,1.2556501626968384,6.469038963317871,LRGCN
STGCN,0.5,rand,4,8,linear,50,1.5247347354888916,6.178921461105347,LRGCN
STGCN,0.6,rand,4,8,linear,50,1.4715116024017334,6.179455518722534,LRGCN
STGCN,0.8,rand,4,8,linear,50,1.4206827878952026,6.302089691162109,LRGCN
IT-STGCN,0.0,,4,8,,50,1.2163662910461426,7.656520128250122,LRGCN
IT-STGCN,0.3,rand,4,8,linear,50,1.228646159172058,7.506146192550659,LRGCN
IT-STGCN,0.5,rand,4,8,linear,50,1.1893723011016846,7.6220927238464355,LRGCN
IT-STGCN,0.6,rand,4,8,linear,50,1.368220329284668,7.980141639709473,LRGCN
IT-STGCN,0.8,rand,4,8,linear,50,1.354923963546753,8.47352385520935,LRGCN
STGCN,0.0,,4,8,,50,1.119681477546692,6.63117527961731,LRGCN
STGCN,0.3,rand,4,8,linear,50,1.226501703262329,6.66683840751648,LRGCN
STGCN,0.5,rand,4,8,linear,50,1.340246558189392,6.255598783493042,LRGCN
STGCN,0.6,rand,4,8,linear,50,1.4681278467178345,6.265332937240601,LRGCN
STGCN,0.8,rand,4,8,linear,50,1.406080722808838,6.425405502319336,LRGCN
IT-STGCN,0.0,,4,8,,50,1.1320658922195437,7.861569404602051,LRGCN
IT-STGCN,0.3,rand,4,8,linear,50,1.2322372198104858,7.855719327926636,LRGCN
IT-STGCN,0.5,rand,4,8,linear,50,1.247402906417847,7.946801662445068,LRGCN
IT-STGCN,0.6,rand,4,8,linear,50,1.3248759508132937,7.884217023849487,LRGCN
IT-STGCN,0.8,rand,4,8,linear,50,1.4107885360717771,7.82013726234436,LRGCN
STGCN,0.0,,4,8,,50,1.2524949312210083,6.026982069015503,LRGCN
STGCN,0.3,rand,4,8,linear,50,1.286185622215271,6.267271518707275,LRGCN
STGCN,0.5,rand,4,8,linear,50,1.4766817092895508,6.158013343811035,LRGCN
STGCN,0.6,rand,4,8,linear,50,1.3375478982925415,5.810245037078857,LRGCN
STGCN,0.8,rand,4,8,linear,50,1.601385474205017,5.560769081115723,LRGCN
IT-STGCN,0.0,,4,8,,50,1.1720144748687744,6.920043468475342,LRGCN
IT-STGCN,0.3,rand,4,8,linear,50,1.1856070756912231,6.938964128494263,LRGCN
IT-STGCN,0.5,rand,4,8,linear,50,1.2727123498916626,7.133194446563721,LRGCN
IT-STGCN,0.6,rand,4,8,linear,50,1.270341396331787,7.001309394836426,LRGCN
IT-STGCN,0.8,rand,4,8,linear,50,1.2855662107467651,6.691223382949829,LRGCN
STGCN,0.0,,4,8,,50,1.197862982749939,5.589750051498413,LRGCN
STGCN,0.3,rand,4,8,linear,50,1.312190055847168,4.331503629684448,LRGCN
STGCN,0.5,rand,4,8,linear,50,1.5017852783203125,4.025673389434815,LRGCN
STGCN,0.6,rand,4,8,linear,50,1.5078067779541016,4.1408514976501465,LRGCN
STGCN,0.8,rand,4,8,linear,50,1.4094728231430054,4.179654359817505,LRGCN
IT-STGCN,0.0,,4,8,,50,1.1680904626846311,5.15903377532959,LRGCN
IT-STGCN,0.3,rand,4,8,linear,50,1.1641372442245483,5.213271379470825,LRGCN
IT-STGCN,0.5,rand,4,8,linear,50,1.2160991430282593,5.14511513710022,LRGCN
IT-STGCN,0.6,rand,4,8,linear,50,1.3099024295806885,5.152580499649048,LRGCN
IT-STGCN,0.8,rand,4,8,linear,50,1.289636254310608,6.167962312698364,LRGCN
STGCN,0.0,,4,8,,50,1.1812102794647217,4.152502775192261,LRGCN
STGCN,0.3,rand,4,8,linear,50,1.311093807220459,4.188578128814697,LRGCN
STGCN,0.5,rand,4,8,linear,50,1.4292113780975342,4.21603798866272,LRGCN
STGCN,0.6,rand,4,8,linear,50,1.5156102180480957,4.14936375617981,LRGCN
STGCN,0.8,rand,4,8,linear,50,1.5866169929504397,3.759641408920288,LRGCN
IT-STGCN,0.0,,4,8,,50,1.1719521284103394,5.2332398891448975,LRGCN
IT-STGCN,0.3,rand,4,8,linear,50,1.202256679534912,3.827569961547852,LRGCN
IT-STGCN,0.5,rand,4,8,linear,50,1.2225573062896729,3.799514055252075,LRGCN
IT-STGCN,0.6,rand,4,8,linear,50,1.2158364057540894,3.87255859375,LRGCN
IT-STGCN,0.8,rand,4,8,linear,50,1.3846640586853027,3.982969760894776,LRGCN
STGCN,0.0,,4,8,,50,1.1339627504348757,3.160475254058838,LRGCN
STGCN,0.3,rand,4,8,linear,50,1.1672875881195068,3.157036304473877,LRGCN
STGCN,0.5,rand,4,8,linear,50,1.4008060693740845,3.1627519130706787,LRGCN
STGCN,0.6,rand,4,8,linear,50,1.4075596332550049,3.2593281269073486,LRGCN
STGCN,0.8,rand,4,8,linear,50,1.4030717611312866,3.2961056232452397,LRGCN
IT-STGCN,0.0,,4,8,,50,1.2293461561203003,3.964780569076538,LRGCN
IT-STGCN,0.3,rand,4,8,linear,50,1.181762933731079,3.965301513671875,LRGCN
IT-STGCN,0.5,rand,4,8,linear,50,1.2067570686340332,3.9398350715637207,LRGCN
