dataset,method,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time,model
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.3014668226242063,6.478667736053467,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.32308828830719,9.542133331298828,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.2094075679779053,11.584156036376951,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.3617287874221802,9.942221879959106,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.2872101068496704,9.240229606628418,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.347674012184143,9.068927764892578,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.3645908832550049,9.62434148788452,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.224830985069275,12.06479787826538,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.2764012813568115,11.163652181625366,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.3574178218841553,11.21249270439148,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.309165358543396,11.765539169311523,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.2347787618637085,10.178595542907717,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.3549342155456543,10.05134630203247,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.3740200996398926,11.01115655899048,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.3782334327697754,9.968860149383543,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.1166715621948242,11.442344903945925,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.2054895162582395,12.710464715957642,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.210751175880432,9.312659978866575,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.2479479312896729,11.958226680755615,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.3896342515945437,10.201587200164797,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.1938354969024658,10.527088403701782,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.145601511001587,9.975448369979858,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.3976719379425049,10.433605670928957,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.2327536344528198,10.678244590759276,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.275985836982727,12.339230298995972,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.1776690483093262,11.664993524551392,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.37177836894989,12.107913255691528,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.2475405931472778,10.338728427886965,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.2704130411148071,9.562044858932495,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.2006205320358276,9.721253156661987,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.3549096584320068,10.552457809448242,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.2981538772583008,11.967589855194092,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.2183533906936646,11.664713382720947,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.342563271522522,11.870202779769896,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.2778453826904297,12.006992101669312,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.243380427360535,10.626380920410156,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.4426971673965454,10.575493097305298,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.3225383758544922,10.691801071166992,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.4308637380599976,10.841264963150024,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.2163139581680298,11.405830144882202,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.2741705179214478,11.386042833328249,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.2921737432479858,11.21982717514038,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.3455908298492432,11.302282333374023,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.2427839040756226,10.194137334823608,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.2386746406555176,10.517746210098268,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.515182375907898,10.454714298248293,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.430466890335083,9.419577598571776,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.2815476655960083,10.826270341873167,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.2368929386138916,11.369945526123049,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.2748050689697266,11.679672718048096,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.2400249242782593,11.452667713165283,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.2868986129760742,10.366552114486694,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.3245376348495483,10.466686248779297,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.329951286315918,10.406431674957275,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.4241244792938232,10.351718664169312,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.2934463024139404,11.444177389144896,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.192892074584961,11.173937320709229,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.2378418445587158,11.013213396072388,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.2783052921295166,10.19318151473999,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.3740664720535278,9.591214656829834,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.264787673950195,9.675808668136597,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.3788212537765503,9.809519052505491,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.4163042306900024,9.69926643371582,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.2232030630111694,9.65837860107422,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.2078404426574707,7.516345262527466,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.313380479812622,7.925593614578247,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.1931777000427246,7.103044033050537,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.2562180757522583,9.66477918624878,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.2295067310333252,11.089542388916016,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.4003926515579224,9.34763240814209,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.4564210176467896,8.232203245162964,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.3010218143463137,10.494388103485107,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.2755001783370972,11.372635126113892,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.3758668899536133,11.130877017974854,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.2922710180282593,11.22769832611084,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.2755613327026367,10.387424230575562,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.3001728057861328,9.970146417617798,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.3758100271224976,9.175384759902954,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.316849946975708,9.50939393043518,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.22325599193573,12.08354377746582,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.1952494382858276,10.625133991241457,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.3397201299667358,10.908805847167969,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.3400943279266355,12.372443437576294,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.2921340465545654,9.705225944519045,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.2577708959579468,8.392233610153198,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.5242563486099243,9.53460144996643,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.2912440299987793,8.722281694412231,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.257022500038147,10.402872323989868,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.2122802734375,10.279935121536257,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.293906569480896,10.695333003997805,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.2151319980621338,9.656168699264526,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.2451980113983154,9.238139152526855,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.2263144254684448,10.24398136138916,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.2139686346054075,9.62281370162964,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.5545058250427246,9.879147052764893,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.246450662612915,11.69146990776062,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.1915911436080933,11.51318097114563,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.4967594146728516,10.857285261154177,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.252666711807251,11.21621799468994,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.2664384841918943,9.86141586303711,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.3471338748931885,9.83488917350769,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.368578553199768,10.1732075214386,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.3168485164642334,9.492693662643433,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.144023895263672,11.395100593566896,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.2524360418319702,11.528392791748049,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.333748698234558,10.99815058708191,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.2624410390853882,10.029638290405272,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.136008620262146,10.4801766872406,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.3362390995025637,10.68264102935791,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.0990614891052246,10.55198860168457,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.333791971206665,10.319263219833374,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.237168550491333,11.374351501464844,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.2304941415786743,11.27581548690796,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.337308645248413,11.317269563674929,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.3161119222640991,11.529011011123655,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.2105387449264526,9.474498987197876,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.2923927307128906,10.312108278274536,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.3890221118927002,9.97721815109253,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.410293698310852,9.833643674850464,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.2190557718276978,11.001976490020752,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.215551733970642,11.076741695404053,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.2587099075317385,11.695484161376951,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.3161879777908323,10.745306730270386,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.3993836641311646,10.212828159332275,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.2843433618545532,9.450953722000122,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.306381344795227,9.548749208450316,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.2952805757522583,9.154329776763916,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.239425778388977,10.576987743377686,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.263434886932373,10.621188879013062,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.2835208177566528,10.41978883743286,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.133893609046936,11.149793148040771,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.2810702323913574,10.328096389770508,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.2484396696090698,10.162298202514648,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.4987938404083252,9.621775388717651,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.274279236793518,10.323733568191528,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.2074493169784546,11.42140769958496,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.298330545425415,11.67281198501587,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.2315075397491455,11.667711973190308,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.2541733980178833,11.537355422973633,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.2834821939468384,10.245659828186035,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.2679084539413452,8.857601642608643,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.2109662294387815,9.861362934112549,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.3369908332824707,9.536574363708496,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.2214539051055908,9.638411045074465,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.3424746990203855,9.682992219924929,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.2740705013275146,9.762930154800417,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.2523856163024902,9.6396381855011,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.2898200750350952,9.003868579864502,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.3220090866088867,9.508655786514282,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.3485703468322754,9.518897771835327,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.3433079719543457,8.854733228683472,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.244796633720398,10.226914167404177,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.240121364593506,9.718948125839232,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.3542299270629885,10.980290412902832,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.3597928285598757,10.1838538646698,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.329480528831482,9.109816312789915,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.3658113479614258,9.2188982963562,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.5354505777359009,9.319595575332642,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.271271824836731,9.21391987800598,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.2436741590499878,10.462156534194946,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.1784892082214355,9.770665645599363,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.2753136157989502,9.505406618118286,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.4135541915893557,10.056355476379396,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.246662139892578,9.502888202667236,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.2929826974868774,8.89009976387024,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.4007481336593628,6.031558275222778,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.4306403398513794,5.888961553573608,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.1519891023635864,6.570613384246826,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.2268623113632202,6.590402364730835,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.2398695945739746,6.620192289352417,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.1747695207595823,8.485786199569702,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.3476544618606567,10.41989541053772,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.211054801940918,10.185547351837158,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.2642452716827393,10.294425249099731,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.316738486289978,10.145818710327148,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.29852294921875,11.530171632766724,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.1873177289962769,11.563198328018188,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.2826286554336548,11.358431577682495,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.3039668798446655,10.840555906295776,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.242501735687256,9.641390085220335,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.3269189596176147,9.677265882492064,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.2572158575057983,10.315597295761108,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.3565130233764648,9.85338020324707,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.244639277458191,10.92671251296997,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.2481038570404053,10.215998649597168,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.4007550477981567,11.15696406364441,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.379209280014038,11.311577796936035,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.3983991146087646,10.191964626312256,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.1638251543045044,9.715107440948486,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.3227052688598633,10.098966360092165,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.405821681022644,10.065293073654177,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.2965835332870483,11.3515784740448,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.2736729383468628,11.53088903427124,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.2063051462173462,11.11135220527649,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.315016269683838,10.135890007019045,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.2712535858154297,10.12067198753357,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.4388177394866943,11.03442883491516,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.2572782039642334,9.746243476867676,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.253036618232727,9.388354539871216,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.2287989854812622,10.256524324417114,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.1756922006607056,11.03212285041809,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.3405321836471558,11.593966007232666,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.3608558177947998,11.729048490524292,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.2998026609420776,9.509118556976318,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.227831482887268,9.71712613105774,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.290969967842102,9.819499969482422,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.3906774520874023,9.48442840576172,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.1579989194869995,11.211799383163452,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.2442660331726074,11.569105625152588,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.3991748094558716,11.438382625579834,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.3421785831451416,11.826286554336548,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.284371018409729,10.265002489089966,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.2773312330245972,10.366349935531616,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.2774367332458496,9.95472288131714,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.3903857469558716,10.034036874771118,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.2536158561706543,11.541527271270752,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.183013081550598,11.390411138534546,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.3669129610061646,11.507401466369627,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.323028564453125,11.054929733276367,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.3179142475128174,9.824141263961792,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.3590195178985596,8.722079038619995,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.2693787813186646,8.564242839813232,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.2460391521453855,8.741131782531738,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.2430753707885742,9.411584615707396,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.2163327932357788,10.095343589782717,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.3826740980148315,10.605355739593506,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.2490335702896118,9.798491954803469,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,linear,50.0,1.2422764301300049,8.502884149551392,GConvLSTM
pedalme,STGCN,0.5,rand,4,2.0,nearest,50.0,1.1921892166137695,8.50473165512085,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,linear,50.0,1.281647562980652,8.403667211532593,GConvLSTM
pedalme,STGCN,0.8,rand,4,2.0,nearest,50.0,1.303534984588623,8.949359893798828,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,linear,50.0,1.2496317625045776,10.404707193374634,GConvLSTM
pedalme,IT-STGCN,0.5,rand,4,2.0,nearest,50.0,1.2133150100708008,10.44155502319336,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,linear,50.0,1.4250725507736206,10.541239023208618,GConvLSTM
pedalme,IT-STGCN,0.8,rand,4,2.0,nearest,50.0,1.2668490409851074,10.629595279693604,GConvLSTM
pedalme,STGCN,0.3,rand,4,4.0,linear,50.0,1.3668062686920166,4.230291604995728,GCLSTM
pedalme,STGCN,0.3,rand,4,4.0,nearest,50.0,1.289924144744873,4.5833845138549805,GCLSTM
pedalme,STGCN,0.6,rand,4,4.0,linear,50.0,1.3495053052902222,4.59067177772522,GCLSTM
pedalme,STGCN,0.6,rand,4,4.0,nearest,50.0,1.4261304140090942,4.644282579421997,GCLSTM
pedalme,IT-STGCN,0.3,rand,4,4.0,linear,50.0,1.1978209018707275,5.952474355697632,GCLSTM
pedalme,IT-STGCN,0.3,rand,4,4.0,nearest,50.0,1.2000133991241455,5.898631811141968,GCLSTM
pedalme,IT-STGCN,0.6,rand,4,4.0,linear,50.0,1.2630093097686768,5.612316608428955,GCLSTM
pedalme,IT-STGCN,0.6,rand,4,4.0,nearest,50.0,1.2364952564239502,5.509276628494263,GCLSTM
pedalme,STGCN,0.3,rand,4,4.0,linear,50.0,1.3462226390838623,4.4469263553619385,GCLSTM
pedalme,STGCN,0.3,rand,4,4.0,nearest,50.0,1.1971464157104492,4.758566617965698,GCLSTM
pedalme,STGCN,0.6,rand,4,4.0,linear,50.0,1.396480917930603,4.72577691078186,GCLSTM
