,method,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time,model,dataset
0,STGCN,0.8,rand,8,12,linear,50,1.4669642448425293,3302.006690979004,EvolveGCNO,windmillsmall
1,IT-STGCN,0.8,rand,8,12,linear,50,1.2364813089370728,41921.45102572441,EvolveGCNO,windmillsmall
0,STGCN,0.8,rand,8,12,linear,50,1.2467639446258545,3156.2513110637665,EvolveGCNO,windmillsmall
1,IT-STGCN,0.8,rand,8,12,linear,50,1.2355583906173706,39658.71754384041,EvolveGCNO,windmillsmall
0,STGCN,0.8,rand,8,12,linear,50,1.4379253387451172,4693.574646949768,EvolveGCNO,windmillsmall
1,IT-STGCN,0.8,rand,8,12,linear,50,1.265289545059204,37809.599754333496,EvolveGCNO,windmillsmall
0,STGCN,0.8,rand,8,12,linear,50,1.6330225467681885,3868.6154034137726,EvolveGCNO,windmillsmall
1,IT-STGCN,0.8,rand,8,12,linear,50,1.2041698694229126,38881.04129099846,EvolveGCNO,windmillsmall
0,STGCN,0.8,rand,8,12,linear,50,1.4516514539718628,3468.333072662353,EvolveGCNO,windmillsmall
1,IT-STGCN,0.8,rand,8,12,linear,50,1.2722834348678589,38291.94066381455,EvolveGCNO,windmillsmall
0,STGCN,0.8,rand,8,12,linear,50,1.595885157585144,7503.420047283173,EvolveGCNO,windmillsmall
1,IT-STGCN,0.8,rand,8,12,linear,50,1.326557993888855,70251.72585082054,EvolveGCNO,windmillsmall
0,STGCN,0.8,rand,8,12,linear,50,1.454142689704895,7108.703678369522,EvolveGCNO,windmillsmall
1,IT-STGCN,0.8,rand,8,12,linear,50,1.290000081062317,65784.10006141663,EvolveGCNO,windmillsmall
0,STGCN,0.8,rand,8,12,linear,50,1.2916171550750732,5220.949169874191,EvolveGCNO,windmillsmall
1,IT-STGCN,0.8,rand,8,12,linear,50,1.3329944610595703,73780.44315624237,EvolveGCNO,windmillsmall
0,STGCN,0.8,rand,8,12,linear,50,1.2396416664123535,8698.953429937363,EvolveGCNO,windmillsmall
1,IT-STGCN,0.8,rand,8,12,linear,50,1.2447528839111328,32502.139410972595,EvolveGCNO,windmillsmall
0,STGCN,0.8,rand,8,12,linear,50,1.5172865390777588,2061.384903907776,EvolveGCNO,windmillsmall
1,IT-STGCN,0.8,rand,8,12,linear,50,1.2562546730041504,21904.16066455841,EvolveGCNO,windmillsmall
0,STGCN,0.8,rand,8,12,linear,50,1.5452353954315186,2155.175869703293,EvolveGCNO,windmillsmall
1,IT-STGCN,0.8,rand,8,12,linear,50,1.2073299884796145,19273.712871551517,EvolveGCNO,windmillsmall
0,STGCN,0.8,rand,8,12,linear,50,1.6071239709854126,1354.089366197586,EvolveGCNO,windmillsmall
1,IT-STGCN,0.8,rand,8,12,linear,50,1.3919883966445925,19476.020076036453,EvolveGCNO,windmillsmall
0,STGCN,0.8,rand,8,12,linear,50,1.810125470161438,1463.1532609462738,EvolveGCNO,windmillsmall
1,IT-STGCN,0.8,rand,8,12,linear,50,1.33564293384552,18776.6725358963,EvolveGCNO,windmillsmall
0,STGCN,0.8,rand,8,12,linear,50,1.3254666328430176,918.1981744766236,EvolveGCNO,windmillsmall
1,IT-STGCN,0.8,rand,8,12,linear,50,1.3078536987304688,15831.857689380646,EvolveGCNO,windmillsmall
0,STGCN,0.8,rand,8,12,linear,50,1.862336277961731,1094.4497833251953,EvolveGCNO,windmillsmall
1,IT-STGCN,0.8,rand,8,12,linear,50,1.108015775680542,16912.438673734665,EvolveGCNO,windmillsmall
0,STGCN,0.8,rand,8,12,linear,50,1.610872745513916,1069.0670592784882,EvolveGCNO,windmillsmall
1,IT-STGCN,0.8,rand,8,12,linear,50,1.247938632965088,18311.88618016243,EvolveGCNO,windmillsmall
0,STGCN,0.8,rand,8,12,linear,50,1.410455584526062,1028.5967576503754,EvolveGCNO,windmillsmall
1,IT-STGCN,0.8,rand,8,12,linear,50,1.2423741817474363,18898.654985427856,EvolveGCNO,windmillsmall
0,STGCN,0.8,rand,8,12,linear,50,1.6046496629714966,3777.153641939163,EvolveGCNO,windmillsmall
1,IT-STGCN,0.8,rand,8,12,linear,50,1.279307246208191,34481.48973321915,EvolveGCNO,windmillsmall
0,STGCN,0.8,rand,8,12,linear,50,1.6878570318222046,4022.095644235611,EvolveGCNO,windmillsmall
1,IT-STGCN,0.8,rand,8,12,linear,50,1.200486183166504,32484.98836517334,EvolveGCNO,windmillsmall
0,STGCN,0.8,rand,8,12,linear,50,1.719428300857544,2729.912407875061,EvolveGCNO,windmillsmall
1,IT-STGCN,0.8,rand,8,12,linear,50,1.3133111000061035,35648.30096554756,EvolveGCNO,windmillsmall
0,STGCN,0.8,rand,8,12,linear,50,1.510854959487915,3569.658390045166,EvolveGCNO,windmillsmall
1,IT-STGCN,0.8,rand,8,12,linear,50,1.342109441757202,34648.54453730583,EvolveGCNO,windmillsmall
0,STGCN,0.8,rand,8,12,linear,50,1.2778747081756592,3816.9866337776175,EvolveGCNO,windmillsmall
1,IT-STGCN,0.8,rand,8,12,linear,50,1.2752926349639893,38151.42028880119,EvolveGCNO,windmillsmall
0,STGCN,0.8,rand,8,12,linear,50,1.8205078840255735,4658.721587896347,EvolveGCNO,windmillsmall
