,dataset,method,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time,model
191,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.2431350946426392,15.55658769607544,GConvGRU
195,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.824173092842102,7.042404174804688,GConvGRU
199,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.305607557296753,11.71310305595398,GConvGRU
203,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.801334023475647,8.083263874053955,GConvGRU
207,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.2638570070266724,12.30518364906311,GConvGRU
211,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,2.0035622119903564,6.383101463317871,GConvGRU
215,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.4256904125213623,19.90266799926757,GConvGRU
219,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.816280722618103,8.98705244064331,GConvGRU
223,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.6648674011230469,23.43434739112854,GConvGRU
227,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,2.2088510990142822,10.408036231994627,GConvGRU
231,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,2.051004409790039,32.79077172279358,GConvGRU
235,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.6328843832015991,9.582897901535034,GConvGRU
239,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.2108962535858154,22.59049773216248,GConvGRU
3,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.4482877254486084,10.60285758972168,GConvLSTM
7,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.6619932651519775,22.772655963897705,GConvLSTM
11,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.4374191761016846,9.809774398803713,GConvLSTM
15,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.2182921171188354,14.629947185516356,GConvLSTM
19,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.6856220960617063,9.301398515701294,GConvLSTM
23,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.406746745109558,21.86501669883728,GConvLSTM
27,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.4367096424102783,9.800922632217407,GConvLSTM
31,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.146371603012085,19.80919122695923,GConvLSTM
35,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.5386407375335691,9.418107271194458,GConvLSTM
39,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.1807256937026978,35.912567138671875,GConvLSTM
43,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.809853196144104,10.702012538909912,GConvLSTM
47,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.1756961345672607,19.636430740356445,GConvLSTM
51,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.5663068294525146,10.247905969619753,GConvLSTM
55,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.0334042310714722,22.02407503128052,GConvLSTM
59,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.5686041116714478,9.438199996948242,GConvLSTM
63,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.3862955570220947,14.98187255859375,GConvLSTM
