dataset,method,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time,model
fivenodes,IT-STGCN,0.3,rand,2,12.0,nearest,50.0,1.2395957708358765,68.09675598144531,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,linear,50.0,1.2040090560913086,54.57729768753052,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,nearest,50.0,1.1668015718460083,54.00375509262085,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,linear,50.0,1.1741753816604614,63.75733709335327,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,nearest,50.0,1.1533732414245603,60.45648264884949,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,linear,50.0,1.1852951049804688,52.08266639709473,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,nearest,50.0,1.3247016668319702,51.54758834838867,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,linear,50.0,1.1199513673782349,72.86738348007202,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,nearest,50.0,1.1543372869491575,60.16038656234741,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,linear,50.0,1.1876906156539917,55.63374090194702,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,nearest,50.0,1.1461318731307983,53.96300554275513,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,linear,50.0,1.1842200756072998,65.11407375335693,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,nearest,50.0,1.1190388202667236,74.8418517112732,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,linear,50.0,1.1581954956054688,73.65174317359924,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,nearest,50.0,1.1641926765441897,71.96387362480164,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,linear,50.0,1.3051118850708008,55.28052091598511,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,nearest,50.0,1.224011778831482,51.877882957458496,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,linear,50.0,1.1530022621154783,54.89697599411011,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,nearest,50.0,1.1921911239624023,56.11034345626831,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,linear,50.0,1.1485003232955933,61.99633407592773,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,nearest,50.0,1.107987642288208,66.79119777679443,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,linear,50.0,1.2361152172088623,60.7974841594696,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,nearest,50.0,1.1192750930786133,61.67848372459412,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,linear,50.0,1.1458172798156738,66.28418397903442,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,nearest,50.0,1.122958421707153,67.78103828430176,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,linear,50.0,1.1717244386672974,59.55757451057434,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,nearest,50.0,1.136206865310669,49.778149127960205,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,linear,50.0,1.2586472034454346,43.05364227294922,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,nearest,50.0,1.2160916328430176,57.25240898132324,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,linear,50.0,1.2406448125839231,63.46528887748718,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,nearest,50.0,1.2224433422088623,59.33394837379456,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,linear,50.0,1.231675148010254,66.15077328681946,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,nearest,50.0,1.175761103630066,69.11537981033325,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,linear,50.0,1.253427028656006,58.43294405937195,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,nearest,50.0,1.135690450668335,57.89325594902039,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,linear,50.0,1.118026852607727,60.392802000045776,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,nearest,50.0,1.12701678276062,50.691723108291626,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,linear,50.0,1.1325323581695557,38.73866224288941,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,nearest,50.0,1.219069242477417,38.775017499923706,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,linear,50.0,1.112931489944458,45.65231657028198,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,nearest,50.0,1.1072304248809814,72.93215155601501,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,linear,50.0,1.134276032447815,63.283634662628174,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,nearest,50.0,1.1609481573104858,63.103952169418335,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,linear,50.0,1.155647873878479,68.33396553993225,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,nearest,50.0,1.149189829826355,74.55880069732666,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,linear,50.0,1.224916696548462,63.50054359436035,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,nearest,50.0,1.124895453453064,65.1188473701477,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,linear,50.0,1.0726910829544067,71.59206414222717,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,nearest,50.0,1.0916972160339355,62.04720234870911,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,linear,50.0,1.1538000106811523,56.24116325378418,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,nearest,50.0,1.1358962059020996,41.045122146606445,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,linear,50.0,1.1223816871643066,47.64681839942932,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,nearest,50.0,1.2526888847351074,68.96680092811584,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,linear,50.0,1.2224843502044678,62.606247663497925,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,nearest,50.0,1.1435550451278689,64.45278716087341,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,linear,50.0,1.1488356590270996,70.41861867904663,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,nearest,50.0,1.1016671657562256,70.29936075210571,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,linear,50.0,1.2031655311584473,63.64991807937622,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,nearest,50.0,1.1147693395614624,63.52257299423218,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,linear,50.0,1.2798737287521362,75.47158455848694,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,nearest,50.0,1.1626999378204346,64.53831505775452,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,linear,50.0,1.1275277137756348,52.58766579627991,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,nearest,50.0,1.1826807260513306,43.08473253250122,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,linear,50.0,1.2025821208953855,55.56020259857178,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,nearest,50.0,1.1681920289993286,61.03920388221741,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,linear,50.0,1.184988021850586,61.62969493865967,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,nearest,50.0,1.145134449005127,65.28137826919556,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,linear,50.0,1.1510086059570312,69.71251630783081,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,nearest,50.0,1.121458888053894,72.22541332244873,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,linear,50.0,1.2123684883117676,63.41349744796753,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,nearest,50.0,1.130481839179993,61.8801634311676,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,linear,50.0,1.0710161924362185,75.83538675308228,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,nearest,50.0,1.1240828037261963,65.4300172328949,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,linear,50.0,1.1800241470336914,49.378241300582886,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,nearest,50.0,1.1606409549713137,39.537296295166016,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,linear,50.0,1.0839544534683228,45.13119435310364,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,nearest,50.0,1.2253661155700684,60.56834006309509,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,linear,50.0,1.1457438468933103,62.07990741729736,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,nearest,50.0,1.124103546142578,60.90820813179016,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,linear,50.0,1.1483548879623413,74.36668372154236,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,nearest,50.0,1.2082279920578003,70.18440198898315,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,linear,50.0,1.2288917303085327,65.2231776714325,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,nearest,50.0,1.189924240112305,65.29252791404724,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,linear,50.0,1.2374262809753418,70.1702995300293,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,nearest,50.0,1.1172404289245603,63.91926980018616,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,linear,50.0,1.1531875133514404,62.07517695426941,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,nearest,50.0,1.135982632637024,43.86788511276245,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,linear,50.0,1.174586296081543,52.09735465049744,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,nearest,50.0,1.1429216861724854,60.31025552749634,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,linear,50.0,1.1564151048660278,63.57831692695618,GConvLSTM
fivenodes,STGCN,0.3,rand,2,12.0,nearest,50.0,1.1590907573699951,65.01307511329651,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,linear,50.0,1.063157081604004,76.54219150543213,GConvLSTM
fivenodes,IT-STGCN,0.3,rand,2,12.0,nearest,50.0,1.0983326435089111,75.18841600418091,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.374339580535889,62.82363152503967,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.2532833814620972,64.41120886802673,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.1550112962722778,72.48445701599121,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.1581525802612305,67.71243047714233,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.2504603862762451,62.90659427642822,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.229673147201538,46.89954161643982,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.167287826538086,58.51750206947327,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.161689281463623,67.2154541015625,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.2873746156692505,63.38500690460205,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.3251184225082395,57.60135555267334,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.1342341899871826,76.92940497398376,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.2097067832946775,72.56229043006897,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.289344310760498,65.18231415748596,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.2452811002731323,63.46709132194519,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.1410900354385376,69.7940833568573,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.1148144006729126,64.17343163490295,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.296878695487976,57.33845591545105,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.2314924001693726,57.57562732696533,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.2144356966018677,66.9916877746582,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.1536520719528198,66.14062333106995,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.306989312171936,58.2972571849823,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.260423183441162,63.230976581573486,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.1780108213424685,73.38267874717712,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.1882084608078003,68.6383364200592,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.5114916563034058,62.8848352432251,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.3961858749389648,60.539267778396606,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.17591392993927,65.22374558448792,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.2115329504013062,75.1464273929596,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.354210615158081,61.48280668258667,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.2163878679275513,61.41231560707092,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.1391239166259766,66.26871705055237,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.2033872604370115,64.5465841293335,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.3311820030212402,45.87518644332886,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.2445039749145508,59.81388378143311,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.1110306978225708,66.76794981956482,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.1136860847473145,66.47338581085205,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.4467506408691406,63.35364580154419,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.234167456626892,62.30041217803955,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.181605577468872,74.19875478744507,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.096869945526123,73.63948130607605,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.3168045282363892,61.78170371055603,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.2648380994796753,61.66875123977661,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.1884446144104004,60.18366169929504,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.2122008800506592,54.08043336868286,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.2487229108810425,45.35436415672302,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.2033528089523315,53.83404755592346,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.152676701545715,70.33440804481506,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.191383957862854,70.19228100776672,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.3629070520401,64.69613099098206,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.377487063407898,64.20844006538391,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.155351996421814,67.70472812652588,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.170095920562744,74.44341659545898,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.347850680351257,63.70439195632935,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.2291935682296753,59.5240159034729,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.155533790588379,64.47122049331665,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.176710605621338,51.357707023620605,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.358628749847412,49.075902462005615,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.2708436250686646,60.4615261554718,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.1754374504089355,67.75878715515137,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.243502140045166,66.6921775341034,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.2663382291793823,61.79292035102844,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.293245553970337,63.97014784812927,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.1703828573226929,68.89474058151245,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.1239726543426514,69.61979484558105,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.2658590078353882,62.171607971191406,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.308035135269165,63.79361534118652,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.1756340265274048,62.03125429153442,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.1683311462402344,47.86202955245972,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.2630151510238647,44.19979333877564,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.1797747611999512,41.50924968719482,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.2102484703063965,57.21370601654053,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.142553448677063,66.27887845039368,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.3475574254989624,66.00564336776733,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.2837823629379272,65.58184766769409,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.1901191473007202,70.93385553359985,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.156124711036682,70.77723956108093,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.4277039766311646,63.5664451122284,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.2601605653762815,62.80533170700073,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.120882511138916,72.49579334259033,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.1874175071716309,57.3327271938324,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.3312861919403076,42.90400671958923,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.2182345390319824,43.264593839645386,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.112614393234253,45.3254976272583,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.1830819845199585,76.35514521598816,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.4547947645187378,64.79830551147461,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.2439517974853516,64.29493808746338,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.2592297792434692,70.43653082847595,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.2938237190246582,69.51860213279724,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.314569354057312,62.79621958732605,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.283390760421753,63.94611597061157,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.2324739694595337,71.98441696166992,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.1869845390319824,60.64425706863403,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.454173564910889,46.770049810409546,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.2341670989990234,47.57581186294556,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.2062164545059204,47.26324248313904,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.238946795463562,58.1976170539856,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.327128291130066,67.21928334236145,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.3565292358398438,64.98196196556091,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.1785523891448977,74.53636693954468,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.1524231433868408,74.15230941772461,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.2514302730560305,65.08511996269226,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.3061349391937256,63.10574507713318,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.1327505111694336,74.69070100784302,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.1457465887069702,74.70611667633057,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.3663716316223145,56.27682590484619,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.2401165962219238,40.53439164161682,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.1721268892288208,43.68124604225159,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.1811624765396118,63.62825465202332,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.262426257133484,62.57385563850403,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.3701786994934082,65.215092420578,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.1802409887313845,75.11493301391602,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.1090813875198364,73.1440052986145,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.322169065475464,64.34748816490173,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.2558224201202393,63.33691167831421,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.1895748376846311,75.20389199256897,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.1873462200164795,70.42309927940369,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,linear,50.0,1.4541726112365725,51.13235092163086,GConvLSTM
fivenodes,STGCN,0.5,rand,2,12.0,nearest,50.0,1.4048064947128296,48.10250616073608,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,linear,50.0,1.117368221282959,42.68348455429077,GConvLSTM
fivenodes,IT-STGCN,0.5,rand,2,12.0,nearest,50.0,1.207693576812744,42.90445160865784,GConvLSTM
fivenodes,STGCN,0.6,rand,2,12.0,linear,50.0,1.3467570543289185,60.09959530830383,GConvLSTM
fivenodes,STGCN,0.6,rand,2,12.0,nearest,50.0,1.3343816995620728,63.959465980529785,GConvLSTM
fivenodes,IT-STGCN,0.6,rand,2,12.0,linear,50.0,1.3355865478515625,71.82295346260071,GConvLSTM
fivenodes,IT-STGCN,0.6,rand,2,12.0,nearest,50.0,1.223980188369751,73.39072585105896,GConvLSTM
fivenodes,STGCN,0.6,rand,2,12.0,linear,50.0,1.3328052759170532,64.58854079246521,GConvLSTM
fivenodes,STGCN,0.6,rand,2,12.0,nearest,50.0,1.3062753677368164,63.89280891418457,GConvLSTM
fivenodes,IT-STGCN,0.6,rand,2,12.0,linear,50.0,1.3053187131881714,71.59259533882141,GConvLSTM
fivenodes,IT-STGCN,0.6,rand,2,12.0,nearest,50.0,1.164559841156006,74.9826512336731,GConvLSTM
fivenodes,STGCN,0.6,rand,2,12.0,linear,50.0,1.4190727472305298,58.47873973846436,GConvLSTM
fivenodes,STGCN,0.6,rand,2,12.0,nearest,50.0,1.3801674842834473,48.22280979156494,GConvLSTM
fivenodes,IT-STGCN,0.6,rand,2,12.0,linear,50.0,1.238584041595459,48.43793439865112,GConvLSTM
fivenodes,IT-STGCN,0.6,rand,2,12.0,nearest,50.0,1.1213549375534058,46.5576765537262,GConvLSTM
fivenodes,STGCN,0.6,rand,2,12.0,linear,50.0,1.6750786304473877,45.80763125419617,GConvLSTM
fivenodes,STGCN,0.6,rand,2,12.0,nearest,50.0,1.21515953540802,64.73158240318298,GConvLSTM
fivenodes,IT-STGCN,0.6,rand,2,12.0,linear,50.0,1.1963127851486206,75.34710693359375,GConvLSTM
fivenodes,IT-STGCN,0.6,rand,2,12.0,nearest,50.0,1.1713309288024902,70.6742696762085,GConvLSTM
fivenodes,STGCN,0.6,rand,2,12.0,linear,50.0,1.3050535917282104,65.65564727783203,GConvLSTM
fivenodes,STGCN,0.6,rand,2,12.0,nearest,50.0,1.3209832906723022,66.06035161018372,GConvLSTM
fivenodes,IT-STGCN,0.6,rand,2,12.0,linear,50.0,1.1788688898086548,69.72722148895264,GConvLSTM
fivenodes,IT-STGCN,0.6,rand,2,12.0,nearest,50.0,1.3293213844299316,75.13971424102783,GConvLSTM
fivenodes,STGCN,0.6,rand,2,12.0,linear,50.0,1.5336830615997314,64.22768807411194,GConvLSTM
fivenodes,STGCN,0.6,rand,2,12.0,nearest,50.0,1.2983617782592771,47.78952240943909,GConvLSTM
fivenodes,IT-STGCN,0.6,rand,2,12.0,linear,50.0,1.3484328985214231,46.80633068084717,GConvLSTM
fivenodes,IT-STGCN,0.6,rand,2,12.0,nearest,50.0,1.1621874570846558,48.03144001960754,GConvLSTM
fivenodes,STGCN,0.6,rand,2,12.0,linear,50.0,1.3184492588043213,43.34449172019959,GConvLSTM
fivenodes,STGCN,0.6,rand,2,12.0,nearest,50.0,1.3363991975784302,67.05460739135742,GConvLSTM
fivenodes,IT-STGCN,0.6,rand,2,12.0,linear,50.0,1.1915974617004397,77.23940539360046,GConvLSTM
fivenodes,IT-STGCN,0.6,rand,2,12.0,nearest,50.0,1.1441248655319214,70.73846244812012,GConvLSTM
